# seed  cv_score  training_mse  validation_mse  training_time(s)
5.017000000000000000e+03 3.436034203205085014e+00 3.416907212988189890e+00 4.225373428887349903e+00 1.061118125915527344e+00
1.534000000000000000e+03 3.437328504034000698e+00 3.487496399126404967e+00 4.306774601593586382e+00 4.224407672882080078e-01
5.486000000000000000e+03 3.437638191398605159e+00 3.425707881460222204e+00 4.238926296815436423e+00 8.525018692016601562e-01
1.472000000000000000e+03 3.440162933969072245e+00 3.418054178530606446e+00 4.226683294454324447e+00 1.039926767349243164e+00
6.961000000000000000e+03 3.440193503728557367e+00 3.397531038883869758e+00 4.186971728404342841e+00 9.608628749847412109e-01
4.698000000000000000e+03 3.441975639548736865e+00 3.364117716779401857e+00 4.081755317303565000e+00 9.629886150360107422e-01
6.610000000000000000e+02 3.445161190449472777e+00 3.419474194690428348e+00 4.171977456884015112e+00 5.414006710052490234e-01
6.886000000000000000e+03 3.445479350419648146e+00 3.441929239565136189e+00 4.217153283541466458e+00 1.143107175827026367e+00
1.263000000000000000e+03 3.448439417018755115e+00 3.404645961062507720e+00 4.216004204710850800e+00 8.459281921386718750e-01
6.100000000000000000e+01 3.449216481181889726e+00 3.466587850345064670e+00 4.138890485792918739e+00 6.695914268493652344e-01
6.905000000000000000e+03 3.452875943580622220e+00 3.440319205839671657e+00 4.255221100149362279e+00 1.067411184310913086e+00
1.164000000000000000e+03 3.454592751975148701e+00 3.426577466427966012e+00 4.237537463530128612e+00 1.242341041564941406e+00
8.435000000000000000e+03 3.458283974283467899e+00 3.401657356259415455e+00 4.213151478462298094e+00 7.461249828338623047e-01
8.490000000000000000e+02 3.458466300943781047e+00 3.410087991629892734e+00 4.202464855806413269e+00 1.266040802001953125e+00
4.568000000000000000e+03 3.461777290208063906e+00 3.424349393963443067e+00 4.234719812142937911e+00 1.034292459487915039e+00
3.217000000000000000e+03 3.462052450613057886e+00 3.398339804493307081e+00 4.165892167398916435e+00 6.470298767089843750e-01
9.097000000000000000e+03 3.469214794740447694e+00 3.376372774455752790e+00 4.034504599115759760e+00 1.383167028427124023e+00
8.485000000000000000e+03 3.469504582805842396e+00 3.459390785065516560e+00 4.284000602762799481e+00 1.380877494812011719e+00
8.282000000000000000e+03 3.471054076471527416e+00 3.382381032313814817e+00 4.007592268195129925e+00 1.586654901504516602e+00
1.781000000000000000e+03 3.473384271599016415e+00 3.446803498212904326e+00 4.267571190505380585e+00 6.472072601318359375e-01
4.983000000000000000e+03 3.474410649407885465e+00 3.433935804641536471e+00 4.249623888411349526e+00 1.556043386459350586e+00
8.364000000000000000e+03 3.478113281957926350e+00 3.417418910827428657e+00 4.187638121286802573e+00 5.520045757293701172e-01
8.705000000000000000e+03 3.478768641672142614e+00 3.411868431112381028e+00 4.141184351255986051e+00 9.641950130462646484e-01
5.945000000000000000e+03 3.479122306554442989e+00 3.460074429027078846e+00 4.286395977994477136e+00 1.247437715530395508e+00
8.491000000000000000e+03 3.479547736118751455e+00 3.389032569115006943e+00 4.038021801167707814e+00 1.074750423431396484e+00
7.682000000000000000e+03 3.482344154668520098e+00 3.460024538273308803e+00 4.285111350606080727e+00 6.179385185241699219e-01
4.560000000000000000e+03 3.483010034833733393e+00 3.501524414237676019e+00 4.328554392339682089e+00 5.225944519042968750e-01
2.620000000000000000e+03 3.484712656064191005e+00 3.410780488083199113e+00 3.972447909951209333e+00 1.084734916687011719e+00
5.141000000000000000e+03 3.485214765109501123e+00 3.411621758018476669e+00 4.028937684160001531e+00 1.172919034957885742e+00
1.250000000000000000e+02 3.487057411424685061e+00 3.494019917830914590e+00 4.329878495213729472e+00 1.567343473434448242e+00
2.554000000000000000e+03 3.491439808392186706e+00 3.470527279438907708e+00 4.092700181874395327e+00 8.439459800720214844e-01
1.314000000000000000e+03 3.493051285777769799e+00 3.471147057892925325e+00 4.289040746338385723e+00 9.374911785125732422e-01
9.899000000000000000e+03 3.497226510155634571e+00 3.406899352967029504e+00 4.165059570792225330e+00 8.619391918182373047e-01
2.957000000000000000e+03 3.497835289880970144e+00 3.530012552046239538e+00 4.384212731425367160e+00 6.302859783172607422e-01
5.688000000000000000e+03 3.498300419228724145e+00 3.470721579837893422e+00 4.058719087355004085e+00 9.519016742706298828e-01
9.518000000000000000e+03 3.499155281589280797e+00 3.468737164789178262e+00 4.285819989838058675e+00 7.433578968048095703e-01
1.061000000000000000e+03 3.503379978094459002e+00 3.469288362939897841e+00 4.296266448005678029e+00 9.625122547149658203e-01
4.226000000000000000e+03 3.506037483591025072e+00 3.556314757031777241e+00 4.369891070073897765e+00 9.712948799133300781e-01
1.515000000000000000e+03 3.506374166035208795e+00 3.362484080603544534e+00 4.170777319608803602e+00 4.503364562988281250e-01
8.991000000000000000e+03 3.506420952337459429e+00 3.475315015711518907e+00 4.306101770880963464e+00 1.157882928848266602e+00
3.766000000000000000e+03 3.507576115074285461e+00 3.469364413343299702e+00 4.229765944885536477e+00 8.506596088409423828e-01
5.931000000000000000e+03 3.508168686940405401e+00 3.464011260733289355e+00 4.210673369257737164e+00 7.813787460327148438e-01
5.981000000000000000e+03 3.508777341037646380e+00 3.379945434271125038e+00 4.098850955723104761e+00 7.460901737213134766e-01
6.874000000000000000e+03 3.509032884595660651e+00 3.430595095995226718e+00 4.224952803563564174e+00 1.188421010971069336e+00
4.118000000000000000e+03 3.509278972553077303e+00 3.525794287364585777e+00 4.325793120865728092e+00 6.745734214782714844e-01
1.432000000000000000e+03 3.509820938076196661e+00 3.491107911835427569e+00 4.336493112748056156e+00 1.235472917556762695e+00
8.065000000000000000e+03 3.511821234158172267e+00 3.475276042203839566e+00 4.315762375972928666e+00 1.159940958023071289e+00
5.464000000000000000e+03 3.512104204890147408e+00 3.575588894339716717e+00 4.436449554314171984e+00 7.606287002563476562e-01
6.550000000000000000e+03 3.516307298588525754e+00 3.569360284261648530e+00 4.351114554680135527e+00 5.486471652984619141e-01
7.365000000000000000e+03 3.516628241419558432e+00 3.638197262463061854e+00 4.521596253577971680e+00 6.345019340515136719e-01
7.517000000000000000e+03 3.516865462575583301e+00 3.550494075079364542e+00 4.399006001238356944e+00 6.263928413391113281e-01
5.443000000000000000e+03 3.519142669255747258e+00 3.525912086841608950e+00 4.337478686348902102e+00 5.487480163574218750e-01
9.020000000000000000e+02 3.519897033967181788e+00 3.465215883420314391e+00 4.256624233245918099e+00 9.576148986816406250e-01
2.316000000000000000e+03 3.520371608892283177e+00 3.471558324158960485e+00 4.305818969648263383e+00 6.534779071807861328e-01
2.294000000000000000e+03 3.520438640266041030e+00 3.500608596415895057e+00 4.310308642518233313e+00 8.429512977600097656e-01
6.587000000000000000e+03 3.520458091186186689e+00 3.504720690820346096e+00 4.352663950203414345e+00 7.348394393920898438e-01
2.909000000000000000e+03 3.522393797437292307e+00 3.502667164647542464e+00 4.331561976980142781e+00 1.381054878234863281e+00
6.796000000000000000e+03 3.523288867145809355e+00 3.493923295800909656e+00 4.339836099750555398e+00 8.574953079223632812e-01
3.241000000000000000e+03 3.524033952530525315e+00 3.379320368754453519e+00 4.161980005993584975e+00 5.718200206756591797e-01
4.997000000000000000e+03 3.524236601544164849e+00 3.691075137145135798e+00 4.583480504062561245e+00 4.280142784118652344e-01
8.881000000000000000e+03 3.526765082613798619e+00 3.484189389934774450e+00 4.317114164774030094e+00 5.221595764160156250e-01
3.824000000000000000e+03 3.530537465301613054e+00 3.424451917342580920e+00 4.095084171280953811e+00 9.759984016418457031e-01
8.571000000000000000e+03 3.530876104427090212e+00 3.611670889932918627e+00 4.407486398656669913e+00 5.542438030242919922e-01
2.737000000000000000e+03 3.530884543208203219e+00 3.566557494256238137e+00 4.431631932901719750e+00 1.077727794647216797e+00
4.182000000000000000e+03 3.531325515765335155e+00 3.407914495803765487e+00 4.053225074527633254e+00 5.186705589294433594e-01
8.696000000000000000e+03 3.534684364477624463e+00 3.468133440140783730e+00 4.279556000556416606e+00 1.283890962600708008e+00
8.602000000000000000e+03 3.534736058111374035e+00 3.543365928811895937e+00 4.406810089549361820e+00 1.376421689987182617e+00
6.813000000000000000e+03 3.536503913700655310e+00 3.542041840707718769e+00 4.407454899590830699e+00 7.541317939758300781e-01
8.201000000000000000e+03 3.536509693478998795e+00 3.408826489013685013e+00 3.990427432900046867e+00 7.604269981384277344e-01
1.006000000000000000e+03 3.536938027508211402e+00 3.485038293284652866e+00 4.315196734171450110e+00 8.705739974975585938e-01
7.189000000000000000e+03 3.537186119666728246e+00 3.489814758795616978e+00 4.324257582821990020e+00 1.674146175384521484e+00
9.227000000000000000e+03 3.537966593299771922e+00 3.525420268140964097e+00 4.173167957509166470e+00 4.478421211242675781e-01
6.728000000000000000e+03 3.538492623488264766e+00 3.601947700910068217e+00 4.460896464584418020e+00 4.290964603424072266e-01
3.685000000000000000e+03 3.538849841332408541e+00 3.464123855446922029e+00 4.291007396749199287e+00 1.078747987747192383e+00
9.878000000000000000e+03 3.542335557302632942e+00 3.562274036320456361e+00 4.433256478206136997e+00 4.269118309020996094e-01
3.476000000000000000e+03 3.543207649506268098e+00 3.505168263835063414e+00 4.243156355439408500e+00 5.287606716156005859e-01
2.637000000000000000e+03 3.543415593752013759e+00 3.570928021362506755e+00 4.434940944158952014e+00 9.761362075805664062e-01
9.418000000000000000e+03 3.544228010528745365e+00 3.495151595588587234e+00 4.336719195543731864e+00 1.359373569488525391e+00
7.526000000000000000e+03 3.544479990784966894e+00 3.488865663223573943e+00 4.179562349333583171e+00 1.462027549743652344e+00
8.048000000000000000e+03 3.545389681536536663e+00 3.517394637704494897e+00 4.324777029424090813e+00 5.532331466674804688e-01
5.941000000000000000e+03 3.545574645608908781e+00 3.514025130945166886e+00 4.328409987485942523e+00 6.649496555328369141e-01
7.286000000000000000e+03 3.545834002774498117e+00 3.515432467381752968e+00 4.252846828545201241e+00 9.566147327423095703e-01
5.357000000000000000e+03 3.547791399314758731e+00 3.438774602724453899e+00 4.129968532729479058e+00 6.699368953704833984e-01
7.380000000000000000e+02 3.548086963499391011e+00 3.543230262725989732e+00 4.322867669148383385e+00 5.598151683807373047e-01
8.934000000000000000e+03 3.549346666021635510e+00 3.541512145872618422e+00 4.334548254994429861e+00 6.704754829406738281e-01
9.952000000000000000e+03 3.549374096999013517e+00 3.499634187648802186e+00 4.310005860935339328e+00 6.455807685852050781e-01
2.170000000000000000e+02 3.549656670893486243e+00 3.570304484217752705e+00 4.435932932232132586e+00 9.787597656250000000e-01
9.025000000000000000e+03 3.549698224549835857e+00 3.438808676543549048e+00 4.157698323266125762e+00 6.523046493530273438e-01
9.501000000000000000e+03 3.559415064843100218e+00 3.578349945912219443e+00 4.445299405251650349e+00 1.571780443191528320e+00
4.449000000000000000e+03 3.559938771062512330e+00 3.550714347987209418e+00 4.415303989952908736e+00 1.051950216293334961e+00
6.730000000000000000e+02 3.563268208836307682e+00 3.513973514689750832e+00 4.371426774262299197e+00 5.484097003936767578e-01
6.894000000000000000e+03 3.568360141196081692e+00 3.611531285486965004e+00 4.471191182542670006e+00 9.648468494415283203e-01
8.776000000000000000e+03 3.570127197081411907e+00 3.533348159361164864e+00 4.245171499714091468e+00 4.329049587249755859e-01
4.340000000000000000e+03 3.571349340680573192e+00 3.562245719274148570e+00 4.431477358482831974e+00 6.513655185699462891e-01
6.361000000000000000e+03 3.571517083017391680e+00 3.561600227365692373e+00 4.425731070652560994e+00 9.428865909576416016e-01
2.355000000000000000e+03 3.572360154704453894e+00 3.526898895764409847e+00 4.352986860635223998e+00 8.391299247741699219e-01
1.589000000000000000e+03 3.572855949139116749e+00 3.443347584133529260e+00 4.119347609090675988e+00 8.548076152801513672e-01
7.651000000000000000e+03 3.575268890442178105e+00 3.428753202010049517e+00 4.225398048743645774e+00 5.444548130035400391e-01
6.735000000000000000e+03 3.575745757027364302e+00 3.583612242942229020e+00 4.455798434558646548e+00 1.085324764251708984e+00
8.583000000000000000e+03 3.577984135616371297e+00 3.405646929931660960e+00 4.198616523403827294e+00 6.630468368530273438e-01
7.923000000000000000e+03 3.578481233802835337e+00 3.568049770156730638e+00 4.422641997633292021e+00 5.494799613952636719e-01
4.400000000000000000e+02 3.580935773644471798e+00 3.545380776941502443e+00 4.399579431765999082e+00 1.075082540512084961e+00
5.213000000000000000e+03 3.582523992523113154e+00 3.563206329855596266e+00 4.350599261406721041e+00 9.675254821777343750e-01
4.344000000000000000e+03 3.583008915116752124e+00 3.528775836690029699e+00 4.321046157493127815e+00 7.683160305023193359e-01
1.446000000000000000e+03 3.589337624769993962e+00 3.540895876728088254e+00 4.339361331073193995e+00 7.745118141174316406e-01
9.430000000000000000e+02 3.590287800619723413e+00 3.515222295891598403e+00 4.116043897613004710e+00 8.605122566223144531e-01
7.892000000000000000e+03 3.591027425970696463e+00 3.690637651336399649e+00 4.586936417863722859e+00 4.200325012207031250e-01
4.670000000000000000e+03 3.591638707885887349e+00 3.525674659251797127e+00 4.206354736258240301e+00 5.501561164855957031e-01
7.607000000000000000e+03 3.592401704293195053e+00 3.548803630248611896e+00 4.413957863663469539e+00 9.705998897552490234e-01
4.146000000000000000e+03 3.592906834799777016e+00 3.551762940279303837e+00 4.353898539456902306e+00 6.560442447662353516e-01
5.713000000000000000e+03 3.593008487778335258e+00 3.503003899994203252e+00 4.197263311596436175e+00 9.742727279663085938e-01
8.318000000000000000e+03 3.595561702177866970e+00 3.588027578138276219e+00 4.457273937212908876e+00 4.301381111145019531e-01
4.089000000000000000e+03 3.596651689860239198e+00 3.586503873211336124e+00 4.441715249695135981e+00 8.759095668792724609e-01
3.705000000000000000e+03 3.602023586623489759e+00 3.563517435136705380e+00 4.255524593302374647e+00 4.385683536529541016e-01
9.203000000000000000e+03 3.608175573393757496e+00 3.631033678605275927e+00 4.412911832524569533e+00 9.706110954284667969e-01
6.310000000000000000e+03 3.609517925626866575e+00 3.589822826712905535e+00 4.464902806342720076e+00 6.616427898406982422e-01
6.437000000000000000e+03 3.610239462620396633e+00 3.565279165972963682e+00 4.342288987075971107e+00 7.412931919097900391e-01
8.343000000000000000e+03 3.613237071243539766e+00 3.621674066786875201e+00 4.503163252689904361e+00 4.353020191192626953e-01
8.345000000000000000e+03 3.615904442082535475e+00 3.606697353575725185e+00 4.452598309233127161e+00 7.368187904357910156e-01
9.798000000000000000e+03 3.616838546650295250e+00 3.653503822838702231e+00 4.394815724100793020e+00 6.622300148010253906e-01
1.978000000000000000e+03 3.616905418622943014e+00 3.670167281604237441e+00 4.558731967654754413e+00 8.698241710662841797e-01
2.263000000000000000e+03 3.617861710910752038e+00 3.569418530572008752e+00 4.287657083778298350e+00 7.729237079620361328e-01
8.539000000000000000e+03 3.617865554996266830e+00 3.500058895708953788e+00 4.185116594911301391e+00 8.726127147674560547e-01
3.300000000000000000e+03 3.621606498661674500e+00 3.609746679420728910e+00 4.442924767131192887e+00 8.718771934509277344e-01
3.368000000000000000e+03 3.621677927151093712e+00 3.775204102403907136e+00 4.639819646865481317e+00 3.233752250671386719e-01
8.107000000000000000e+03 3.621745993222304172e+00 3.562781635372922473e+00 4.429984125963634334e+00 8.619663715362548828e-01
8.020000000000000000e+02 3.623470509078914326e+00 3.637317943259548159e+00 4.503373043809929754e+00 4.470834732055664062e-01
2.425000000000000000e+03 3.624107830272364161e+00 3.701037489953738824e+00 4.533792173714245699e+00 4.525725841522216797e-01
2.209000000000000000e+03 3.627908911320479213e+00 3.521853458377414814e+00 4.168040743865606856e+00 7.687489986419677734e-01
5.021000000000000000e+03 3.629461324171038061e+00 3.605309521171558451e+00 4.395082467665902826e+00 7.488811016082763672e-01
3.520000000000000000e+03 3.631809919658469887e+00 3.598816074344935778e+00 4.320504655692446683e+00 8.779792785644531250e-01
3.646000000000000000e+03 3.632552487001533770e+00 3.657843847896120604e+00 4.526860028981362305e+00 1.087950706481933594e+00
6.804000000000000000e+03 3.634417943013612096e+00 3.656917522051770231e+00 4.543289546807388390e+00 1.056475400924682617e+00
3.902000000000000000e+03 3.635786069166685675e+00 3.549147337962176518e+00 4.401430608847549664e+00 4.430150985717773438e-01
9.720000000000000000e+02 3.637113302674020332e+00 3.585186244936563238e+00 4.445528100605554478e+00 9.533636569976806641e-01
5.016000000000000000e+03 3.639281349306032531e+00 3.667994315857301846e+00 4.520116705884920982e+00 7.743666172027587891e-01
7.795000000000000000e+03 3.642802220254414802e+00 3.679345953246017764e+00 4.564019179266647797e+00 8.713355064392089844e-01
4.186000000000000000e+03 3.643382746542944695e+00 3.590697517427544394e+00 4.375760361178310021e+00 5.241801738739013672e-01
9.162000000000000000e+03 3.643568256948511497e+00 3.607833312344368437e+00 4.477646930107832546e+00 7.527213096618652344e-01
6.586000000000000000e+03 3.644270508815802057e+00 3.624553103793951347e+00 4.509117528974058153e+00 6.575376987457275391e-01
2.313000000000000000e+03 3.647235699611627524e+00 3.672895877767420103e+00 4.567115811024680561e+00 6.592996120452880859e-01
3.002000000000000000e+03 3.650111445807332267e+00 3.496060154326171343e+00 4.286661910902870076e+00 6.618344783782958984e-01
6.602000000000000000e+03 3.652230276183637159e+00 3.542986756292422434e+00 4.222055273732502556e+00 9.530923366546630859e-01
7.217000000000000000e+03 3.652558737585320792e+00 3.587432616994783441e+00 4.459764918293893210e+00 1.184342622756958008e+00
8.812000000000000000e+03 3.652568977303687348e+00 3.598641615283339590e+00 4.475719437497937214e+00 1.051715135574340820e+00
3.835000000000000000e+03 3.657673573096703823e+00 3.650650330322639192e+00 4.394851880996013982e+00 6.671063899993896484e-01
8.103000000000000000e+03 3.658960365549813964e+00 3.595263841111866476e+00 4.317868898042549475e+00 7.559995651245117188e-01
8.263000000000000000e+03 3.665029344881669093e+00 3.720895390675056813e+00 4.540203447666779191e+00 7.575926780700683594e-01
6.862000000000000000e+03 3.666348463545163305e+00 3.669553181549625176e+00 4.559181613583271009e+00 5.341303348541259766e-01
8.939000000000000000e+03 3.668648824305035028e+00 3.656678556629591625e+00 4.541655280946754303e+00 1.179312705993652344e+00
1.875000000000000000e+03 3.669321697915359781e+00 3.671715212339600409e+00 4.563696250380867347e+00 5.387091636657714844e-01
3.579000000000000000e+03 3.672303988141698117e+00 3.586357428334410180e+00 4.448880767802291913e+00 5.255012512207031250e-01
4.696000000000000000e+03 3.673464926370383132e+00 3.673904419314596659e+00 4.555662649404307096e+00 6.606416702270507812e-01
6.210000000000000000e+02 3.676272501199346898e+00 3.645208066139937753e+00 4.505812222186539096e+00 1.049067497253417969e+00
6.634000000000000000e+03 3.677121573233568252e+00 3.654702958264957502e+00 4.377101283761489547e+00 7.730331420898437500e-01
2.071000000000000000e+03 3.677771181847794502e+00 3.661235476036491576e+00 4.548079105213252760e+00 1.156998395919799805e+00
4.129000000000000000e+03 3.678271462784665324e+00 3.695745669843000680e+00 4.591128157651287900e+00 8.739032745361328125e-01
6.601000000000000000e+03 3.683956452194562470e+00 3.626156583884843077e+00 4.494642037864803541e+00 7.381722927093505859e-01
8.056000000000000000e+03 3.684864796503036111e+00 3.643059979759271982e+00 4.513896147734618225e+00 5.268065929412841797e-01
6.550000000000000000e+02 3.685663491298501349e+00 3.646536405430494732e+00 4.532222706510260046e+00 1.080994129180908203e+00
1.347000000000000000e+03 3.686342298142969209e+00 3.591466547813095822e+00 4.426052536700741946e+00 9.869842529296875000e-01
6.320000000000000000e+02 3.687016448861727191e+00 3.643469843343955183e+00 4.507226446257853958e+00 7.653536796569824219e-01
4.366000000000000000e+03 3.687591477432822895e+00 3.717803674302387229e+00 4.598508351660305138e+00 5.563282966613769531e-01
5.917000000000000000e+03 3.687747641335664461e+00 3.730074003923586012e+00 4.636408949224508191e+00 3.292496204376220703e-01
8.453000000000000000e+03 3.688169858677993407e+00 3.565542881018874510e+00 4.428397344038798700e+00 5.459532737731933594e-01
3.583000000000000000e+03 3.688291352723948702e+00 3.682664465536079401e+00 4.552965084561292564e+00 5.461537837982177734e-01
7.893000000000000000e+03 3.690005961998143569e+00 3.662433199653039928e+00 4.540916232410279640e+00 5.523130893707275391e-01
6.724000000000000000e+03 3.692454202175998290e+00 3.687887043429560752e+00 4.585062358401006399e+00 7.673466205596923828e-01
6.353000000000000000e+03 3.693804387699648029e+00 3.578091339957599981e+00 4.372209036812465754e+00 9.740736484527587891e-01
5.987000000000000000e+03 3.695679693903067609e+00 3.625210129862162400e+00 4.480518391770711872e+00 7.658894062042236328e-01
7.027000000000000000e+03 3.696514499106923868e+00 3.557448830567403242e+00 4.172181422325487610e+00 9.854722023010253906e-01
5.091000000000000000e+03 3.699023976574354666e+00 3.627840799547101813e+00 4.508783222758864007e+00 1.054993867874145508e+00
7.418000000000000000e+03 3.700477527641698572e+00 3.733344365444375423e+00 4.638987063729500981e+00 8.732421398162841797e-01
3.472000000000000000e+03 3.702341508463806719e+00 3.679738387849177172e+00 4.502851351881639985e+00 8.495025634765625000e-01
3.415000000000000000e+03 3.702947046132689657e+00 3.965273706728430270e+00 4.860254083585828333e+00 3.318870067596435547e-01
8.711000000000000000e+03 3.704431644864783379e+00 3.648334420906819364e+00 4.487031874244155283e+00 7.437396049499511719e-01
7.246000000000000000e+03 3.704808819450246204e+00 3.707681399901602948e+00 4.585632086636907800e+00 7.493233680725097656e-01
5.829000000000000000e+03 3.707333522458274189e+00 3.649564805007418755e+00 4.507218470752480499e+00 6.345224380493164062e-01
6.929000000000000000e+03 3.708233949306598554e+00 3.695168090747102063e+00 4.583881135079285407e+00 1.189298629760742188e+00
9.326000000000000000e+03 3.708426972230844942e+00 3.778724841353438446e+00 4.690943663734597813e+00 4.299013614654541016e-01
1.780000000000000000e+02 3.713206923709737595e+00 3.588340233773841703e+00 4.461665787988668974e+00 4.321076869964599609e-01
7.358000000000000000e+03 3.715190146431595508e+00 3.588213747875653503e+00 4.458028189671865427e+00 4.225683212280273438e-01
3.468000000000000000e+03 3.717840268064926956e+00 3.620721865381324012e+00 4.325660246709962742e+00 9.760246276855468750e-01
2.078000000000000000e+03 3.722609003259311322e+00 3.726318486234634353e+00 4.627903750010966988e+00 1.080907583236694336e+00
7.263000000000000000e+03 3.723248808597757087e+00 3.766042699167948093e+00 4.671399988564988170e+00 1.083406448364257812e+00
4.973000000000000000e+03 3.724835737211641629e+00 3.630494790626836110e+00 4.320765961865260962e+00 8.549108505249023438e-01
9.812000000000000000e+03 3.727080880194095780e+00 3.840649682019994238e+00 4.740529155257771521e+00 6.615750789642333984e-01
6.836000000000000000e+03 3.730048402929424523e+00 3.607704441026429176e+00 4.421362506293198713e+00 3.244242668151855469e-01
9.018000000000000000e+03 3.730876634869281450e+00 3.730570773427984488e+00 4.491790235189141001e+00 4.529111385345458984e-01
7.280000000000000000e+02 3.732670076308890028e+00 3.552257499091036941e+00 4.324014751564853043e+00 3.318917751312255859e-01
9.918000000000000000e+03 3.733562184346471469e+00 3.985159188588792034e+00 4.917894950045433866e+00 4.529805183410644531e-01
9.839000000000000000e+03 3.733849617078361494e+00 3.587869831077373117e+00 4.446692976302689893e+00 5.310246944427490234e-01
5.840000000000000000e+02 3.735207751377183971e+00 3.669554323236680737e+00 4.530307735072384823e+00 6.699812412261962891e-01
1.238000000000000000e+03 3.737766900406712445e+00 3.915509475845879717e+00 4.840018943081818570e+00 4.306328296661376953e-01
6.972000000000000000e+03 3.738821217340486669e+00 3.730482833820650157e+00 4.634834096138012782e+00 6.616506576538085938e-01
2.901000000000000000e+03 3.739115345341279983e+00 3.817058781784656851e+00 4.736425661835069967e+00 9.451131820678710938e-01
7.452000000000000000e+03 3.741151220549225886e+00 3.631289365571642946e+00 4.439948599725668466e+00 5.579357147216796875e-01
2.308000000000000000e+03 3.741811643672177556e+00 3.706233744023087251e+00 4.602625501734674884e+00 8.452947139739990234e-01
7.297000000000000000e+03 3.746081848018719462e+00 3.716962840947076518e+00 4.616425423311895315e+00 5.292766094207763672e-01
6.450000000000000000e+03 3.746402238974854360e+00 3.738303973966717653e+00 4.643656916612578733e+00 5.422947406768798828e-01
4.916000000000000000e+03 3.747468643531329580e+00 3.644233273998301215e+00 4.500023207466184338e+00 5.656247138977050781e-01
4.300000000000000000e+02 3.751455788095151345e+00 3.976373026669043576e+00 4.867055821419740802e+00 3.394396305084228516e-01
7.320000000000000000e+03 3.752514629385138356e+00 3.656852772275461572e+00 4.416599541727006972e+00 8.469824790954589844e-01
1.076000000000000000e+03 3.753942758811847025e+00 3.809819515253554556e+00 4.674923024859038101e+00 4.357242584228515625e-01
6.250000000000000000e+02 3.754516813840515166e+00 3.838312878353273838e+00 4.718198895244706037e+00 5.552182197570800781e-01
5.415000000000000000e+03 3.754830251980119105e+00 3.712438097665767156e+00 4.611960613701314493e+00 8.700761795043945312e-01
5.673000000000000000e+03 3.756889216861011072e+00 3.626395235466681743e+00 4.472514204574103758e+00 5.518741607666015625e-01
6.476000000000000000e+03 3.757679563941109357e+00 3.817342165307854973e+00 4.663974232946814347e+00 6.631913185119628906e-01
1.216000000000000000e+03 3.758561933827894386e+00 3.696293102867562297e+00 4.594632714913267080e+00 5.460305213928222656e-01
6.528000000000000000e+03 3.761178277322733798e+00 3.629696838353295263e+00 4.392464744376133545e+00 7.745277881622314453e-01
7.639000000000000000e+03 3.761920761470402219e+00 3.832129221457383217e+00 4.741099464734977786e+00 4.202213287353515625e-01
9.892000000000000000e+03 3.766635126687275292e+00 3.699160186345499035e+00 4.440462356689677037e+00 7.431099414825439453e-01
6.015000000000000000e+03 3.768056709936414173e+00 3.951890789896066902e+00 4.886351111132856140e+00 4.505155086517333984e-01
7.220000000000000000e+02 3.768596237831885354e+00 3.660153044284197410e+00 4.375452975459854343e+00 6.421403884887695312e-01
2.509000000000000000e+03 3.769124607270398997e+00 3.719457825254470329e+00 4.620284282457760128e+00 6.363799571990966797e-01
7.983000000000000000e+03 3.771643595567064189e+00 3.802206071059549330e+00 4.722622776793492960e+00 4.237904548645019531e-01
9.613000000000000000e+03 3.771958148873566952e+00 3.739029299946373452e+00 4.643467020543146084e+00 6.672561168670654297e-01
7.511000000000000000e+03 3.772548847716250542e+00 3.628093874097376492e+00 4.382059224751211346e+00 8.728241920471191406e-01
1.554000000000000000e+03 3.774043287509254441e+00 3.768394529872492793e+00 4.677693006555858624e+00 8.476929664611816406e-01
4.153000000000000000e+03 3.774361481085877212e+00 3.636635200565582871e+00 4.501519889223441595e+00 6.275994777679443359e-01
3.735000000000000000e+03 3.775054430275976980e+00 3.706526058312960892e+00 4.604163229456312401e+00 4.191753864288330078e-01
8.900000000000000000e+02 3.775278786025713540e+00 3.718201959045134508e+00 4.615883251582118874e+00 4.329781532287597656e-01
4.313000000000000000e+03 3.776562771240031591e+00 3.731807200590455231e+00 4.544452442644546508e+00 1.061823368072509766e+00
5.883000000000000000e+03 3.777851784699581827e+00 3.765169699665632308e+00 4.622581222753806784e+00 6.634049415588378906e-01
9.040000000000000000e+02 3.778768712747178515e+00 3.816337200274035446e+00 4.728683992036691208e+00 5.329718589782714844e-01
3.707000000000000000e+03 3.778982095190427604e+00 3.756950698176292125e+00 4.662501327972494281e+00 8.827376365661621094e-01
9.653000000000000000e+03 3.779910776019657082e+00 3.795372975867224330e+00 4.659681079384855096e+00 7.622160911560058594e-01
4.251000000000000000e+03 3.782509445741744081e+00 3.523017660373044091e+00 4.264671125131989093e+00 4.263556003570556641e-01
3.280000000000000000e+02 3.782708072191630855e+00 3.749341882531428638e+00 4.657504590099830644e+00 6.642751693725585938e-01
4.653000000000000000e+03 3.785764093202787617e+00 3.707363495986924384e+00 4.597353574124478648e+00 5.272502899169921875e-01
7.913000000000000000e+03 3.785889969022973922e+00 3.833918953248037109e+00 4.752262798850053649e+00 8.723425865173339844e-01
9.230000000000000000e+03 3.790658807657698581e+00 3.724238767465820832e+00 4.623632155562086510e+00 5.490052700042724609e-01
