,SCHOOL_YEAR,DIV_NAME,SCH_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,COHORT_CNT,DIPLOMA_RATE,DROPOUT_RATE
1223,2013-2014,Alexandria City,T.C. Williams High,3.0,F,Y,Y,Y,1,100.0,0.0
1224,2013-2014,Alexandria City,T.C. Williams High,3.0,M,N,N,N,40,82.5,12.5
1225,2013-2014,Alexandria City,T.C. Williams High,3.0,M,N,N,Y,79,84.81012658227849,3.7974683544303796
1226,2013-2014,Alexandria City,T.C. Williams High,3.0,M,N,Y,N,2,100.0,0.0
1227,2013-2014,Alexandria City,T.C. Williams High,3.0,M,N,Y,Y,14,92.85714285714286,7.142857142857143
1228,2013-2014,Alexandria City,T.C. Williams High,3.0,M,Y,N,N,6,66.66666666666667,16.666666666666668
1229,2013-2014,Alexandria City,T.C. Williams High,3.0,M,Y,N,Y,15,93.33333333333333,6.666666666666667
1230,2013-2014,Alexandria City,T.C. Williams High,3.0,M,Y,Y,N,1,100.0,0.0
1232,2013-2014,Alexandria City,T.C. Williams High,4.0,F,N,N,N,18,77.77777777777777,11.11111111111111
1233,2013-2014,Alexandria City,T.C. Williams High,4.0,F,N,N,Y,49,91.83673469387755,4.081632653061225
1234,2013-2014,Alexandria City,T.C. Williams High,4.0,F,N,Y,N,3,66.66666666666667,33.333333333333336
1235,2013-2014,Alexandria City,T.C. Williams High,4.0,F,N,Y,Y,36,72.22222222222223,22.22222222222222
1236,2013-2014,Alexandria City,T.C. Williams High,4.0,F,Y,N,N,1,0.0,100.0
1237,2013-2014,Alexandria City,T.C. Williams High,4.0,F,Y,N,Y,5,80.0,20.0
1239,2013-2014,Alexandria City,T.C. Williams High,4.0,F,Y,Y,Y,3,66.66666666666667,33.333333333333336
1240,2013-2014,Alexandria City,T.C. Williams High,4.0,M,N,N,N,20,70.0,5.0
1241,2013-2014,Alexandria City,T.C. Williams High,4.0,M,N,N,Y,52,78.84615384615384,9.615384615384615
1242,2013-2014,Alexandria City,T.C. Williams High,4.0,M,N,Y,N,4,50.0,0.0
1243,2013-2014,Alexandria City,T.C. Williams High,4.0,M,N,Y,Y,28,46.42857142857143,25.0
1244,2013-2014,Alexandria City,T.C. Williams High,4.0,M,Y,N,N,6,83.33333333333333,16.666666666666668
1245,2013-2014,Alexandria City,T.C. Williams High,4.0,M,Y,N,Y,8,50.0,50.0
1246,2013-2014,Alexandria City,T.C. Williams High,4.0,M,Y,Y,N,3,100.0,0.0
1247,2013-2014,Alexandria City,T.C. Williams High,4.0,M,Y,Y,Y,4,100.0,0.0
1248,2013-2014,Alexandria City,T.C. Williams High,5.0,F,N,N,N,69,95.65217391304348,1.4492753623188406
1249,2013-2014,Alexandria City,T.C. Williams High,5.0,F,N,N,Y,6,100.0,0.0
1250,2013-2014,Alexandria City,T.C. Williams High,5.0,F,N,Y,N,2,100.0,0.0
1251,2013-2014,Alexandria City,T.C. Williams High,5.0,F,N,Y,Y,2,100.0,0.0
1252,2013-2014,Alexandria City,T.C. Williams High,5.0,F,Y,N,N,3,100.0,0.0
1253,2013-2014,Alexandria City,T.C. Williams High,5.0,F,Y,N,Y,1,100.0,0.0
1255,2013-2014,Alexandria City,T.C. Williams High,5.0,F,Y,Y,Y,3,100.0,0.0
1256,2013-2014,Alexandria City,T.C. Williams High,5.0,M,N,N,N,67,95.5223880597015,2.985074626865672
1257,2013-2014,Alexandria City,T.C. Williams High,5.0,M,N,N,Y,6,100.0,0.0
1258,2013-2014,Alexandria City,T.C. Williams High,5.0,M,N,Y,N,2,100.0,0.0
1259,2013-2014,Alexandria City,T.C. Williams High,5.0,M,N,Y,Y,7,57.142857142857146,42.857142857142854
1260,2013-2014,Alexandria City,T.C. Williams High,5.0,M,Y,N,N,10,90.0,10.0
1261,2013-2014,Alexandria City,T.C. Williams High,5.0,M,Y,N,Y,1,100.0,0.0
1248,2013-2014,Alleghany County,Alleghany High,5.0,F,N,N,N,52,92.3076923076923,3.8461538461538463
1249,2013-2014,Alleghany County,Alleghany High,5.0,F,N,N,Y,38,81.57894736842105,7.894736842105263
1252,2013-2014,Alleghany County,Alleghany High,5.0,F,Y,N,N,6,83.33333333333333,16.666666666666668
1253,2013-2014,Alleghany County,Alleghany High,5.0,F,Y,N,Y,3,100.0,0.0
1256,2013-2014,Alleghany County,Alleghany High,5.0,M,N,N,N,58,87.93103448275862,1.7241379310344827
1257,2013-2014,Alleghany County,Alleghany High,5.0,M,N,N,Y,29,86.20689655172414,13.793103448275861
1260,2013-2014,Alleghany County,Alleghany High,5.0,M,Y,N,N,10,80.0,20.0
1261,2013-2014,Alleghany County,Alleghany High,5.0,M,Y,N,Y,5,100.0,0.0
1216,2013-2014,Amelia County,Amelia County High,3.0,F,N,N,N,11,100.0,0.0
1217,2013-2014,Amelia County,Amelia County High,3.0,F,N,N,Y,8,75.0,25.0
1220,2013-2014,Amelia County,Amelia County High,3.0,F,Y,N,N,1,100.0,0.0
1224,2013-2014,Amelia County,Amelia County High,3.0,M,N,N,N,7,100.0,0.0
1225,2013-2014,Amelia County,Amelia County High,3.0,M,N,N,Y,8,100.0,0.0
1229,2013-2014,Amelia County,Amelia County High,3.0,M,Y,N,Y,3,100.0,0.0
1248,2013-2014,Amelia County,Amelia County High,5.0,F,N,N,N,27,96.29629629629629,3.7037037037037037
1249,2013-2014,Amelia County,Amelia County High,5.0,F,N,N,Y,7,100.0,0.0
1252,2013-2014,Amelia County,Amelia County High,5.0,F,Y,N,N,2,100.0,0.0
1253,2013-2014,Amelia County,Amelia County High,5.0,F,Y,N,Y,3,100.0,0.0
1256,2013-2014,Amelia County,Amelia County High,5.0,M,N,N,N,30,93.33333333333333,6.666666666666667
1257,2013-2014,Amelia County,Amelia County High,5.0,M,N,N,Y,12,83.33333333333333,8.333333333333334
1260,2013-2014,Amelia County,Amelia County High,5.0,M,Y,N,N,5,80.0,20.0
1261,2013-2014,Amelia County,Amelia County High,5.0,M,Y,N,Y,2,50.0,50.0
1216,2013-2014,Amherst County,Amherst County High,3.0,F,N,N,N,12,83.33333333333333,16.666666666666668
1217,2013-2014,Amherst County,Amherst County High,3.0,F,N,N,Y,30,93.33333333333333,3.3333333333333335
1221,2013-2014,Amherst County,Amherst County High,3.0,F,Y,N,Y,2,100.0,0.0
1224,2013-2014,Amherst County,Amherst County High,3.0,M,N,N,N,14,85.71428571428571,0.0
1225,2013-2014,Amherst County,Amherst County High,3.0,M,N,N,Y,20,70.0,10.0
1228,2013-2014,Amherst County,Amherst County High,3.0,M,Y,N,N,2,100.0,0.0
1229,2013-2014,Amherst County,Amherst County High,3.0,M,Y,N,Y,6,100.0,0.0
1248,2013-2014,Amherst County,Amherst County High,5.0,F,N,N,N,90,90.0,5.555555555555555
1249,2013-2014,Amherst County,Amherst County High,5.0,F,N,N,Y,32,90.625,0.0
1252,2013-2014,Amherst County,Amherst County High,5.0,F,Y,N,N,4,75.0,25.0
1253,2013-2014,Amherst County,Amherst County High,5.0,F,Y,N,Y,3,100.0,0.0
1256,2013-2014,Amherst County,Amherst County High,5.0,M,N,N,N,68,94.11764705882354,2.9411764705882355
1257,2013-2014,Amherst County,Amherst County High,5.0,M,N,N,Y,36,77.77777777777777,2.7777777777777777
1260,2013-2014,Amherst County,Amherst County High,5.0,M,Y,N,N,10,100.0,0.0
1261,2013-2014,Amherst County,Amherst County High,5.0,M,Y,N,Y,11,72.72727272727273,27.272727272727273
1216,2013-2014,Appomattox County,Appomattox County High,3.0,F,N,N,N,9,88.88888888888889,0.0
1217,2013-2014,Appomattox County,Appomattox County High,3.0,F,N,N,Y,16,93.75,0.0
1220,2013-2014,Appomattox County,Appomattox County High,3.0,F,Y,N,N,1,100.0,0.0
1221,2013-2014,Appomattox County,Appomattox County High,3.0,F,Y,N,Y,2,100.0,0.0
1224,2013-2014,Appomattox County,Appomattox County High,3.0,M,N,N,N,4,50.0,50.0
1225,2013-2014,Appomattox County,Appomattox County High,3.0,M,N,N,Y,12,91.66666666666667,0.0
1248,2013-2014,Appomattox County,Appomattox County High,5.0,F,N,N,N,30,93.33333333333333,6.666666666666667
1249,2013-2014,Appomattox County,Appomattox County High,5.0,F,N,N,Y,12,91.66666666666667,0.0
1256,2013-2014,Appomattox County,Appomattox County High,5.0,M,N,N,N,46,91.30434782608695,2.1739130434782608
1257,2013-2014,Appomattox County,Appomattox County High,5.0,M,N,N,Y,10,90.0,0.0
1260,2013-2014,Appomattox County,Appomattox County High,5.0,M,Y,N,N,3,100.0,0.0
1261,2013-2014,Appomattox County,Appomattox County High,5.0,M,Y,N,Y,3,100.0,0.0
1280,2013-2014,Appomattox County,Appomattox County High,99.0,F,N,N,N,10,100.0,0.0
1281,2013-2014,Appomattox County,Appomattox County High,99.0,F,N,N,Y,5,100.0,0.0
1285,2013-2014,Appomattox County,Appomattox County High,99.0,F,Y,N,Y,1,100.0,0.0
1288,2013-2014,Appomattox County,Appomattox County High,99.0,M,N,N,N,13,84.61538461538461,7.6923076923076925
1289,2013-2014,Appomattox County,Appomattox County High,99.0,M,N,N,Y,3,100.0,0.0
1293,2013-2014,Appomattox County,Appomattox County High,99.0,M,Y,N,Y,4,100.0,0.0
2841,2013-2014,Arlington County,Arlington Mill High ,4.0,F,N,N,Y,1,100.0,0.0
2842,2013-2014,Arlington County,Arlington Mill High ,4.0,F,N,Y,N,6,16.666666666666668,50.0
2843,2013-2014,Arlington County,Arlington Mill High ,4.0,F,N,Y,Y,2,50.0,0.0
2848,2013-2014,Arlington County,Arlington Mill High ,4.0,M,N,N,N,1,100.0,0.0
2849,2013-2014,Arlington County,Arlington Mill High ,4.0,M,N,N,Y,1,100.0,0.0
2850,2013-2014,Arlington County,Arlington Mill High ,4.0,M,N,Y,N,5,20.0,40.0
2851,2013-2014,Arlington County,Arlington Mill High ,4.0,M,N,Y,Y,4,50.0,0.0
2852,2013-2014,Arlington County,Arlington Mill High ,4.0,M,Y,N,N,2,100.0,0.0
2854,2013-2014,Arlington County,Arlington Mill High ,4.0,M,Y,Y,N,1,100.0,0.0
2856,2013-2014,Arlington County,Arlington Mill High ,5.0,F,N,N,N,2,100.0,0.0
2858,2013-2014,Arlington County,Arlington Mill High ,5.0,F,N,Y,N,1,100.0,0.0
2936,2013-2014,Arlington County,Wakefield High,3.0,F,N,N,N,12,91.66666666666667,8.333333333333334
2937,2013-2014,Arlington County,Wakefield High,3.0,F,N,N,Y,15,100.0,0.0
2938,2013-2014,Arlington County,Wakefield High,3.0,F,N,Y,N,1,100.0,0.0
2939,2013-2014,Arlington County,Wakefield High,3.0,F,N,Y,Y,5,40.0,0.0
2940,2013-2014,Arlington County,Wakefield High,3.0,F,Y,N,N,3,100.0,0.0
2941,2013-2014,Arlington County,Wakefield High,3.0,F,Y,N,Y,7,100.0,0.0
2944,2013-2014,Arlington County,Wakefield High,3.0,M,N,N,N,10,100.0,0.0
2945,2013-2014,Arlington County,Wakefield High,3.0,M,N,N,Y,15,93.33333333333333,6.666666666666667
2947,2013-2014,Arlington County,Wakefield High,3.0,M,N,Y,Y,3,66.66666666666667,0.0
2948,2013-2014,Arlington County,Wakefield High,3.0,M,Y,N,N,7,100.0,0.0
2949,2013-2014,Arlington County,Wakefield High,3.0,M,Y,N,Y,3,100.0,0.0
2952,2013-2014,Arlington County,Wakefield High,4.0,F,N,N,N,21,85.71428571428571,14.285714285714286
2953,2013-2014,Arlington County,Wakefield High,4.0,F,N,N,Y,31,93.54838709677419,0.0
2954,2013-2014,Arlington County,Wakefield High,4.0,F,N,Y,N,4,50.0,50.0
2955,2013-2014,Arlington County,Wakefield High,4.0,F,N,Y,Y,6,33.333333333333336,16.666666666666668
2956,2013-2014,Arlington County,Wakefield High,4.0,F,Y,N,N,3,66.66666666666667,33.333333333333336
2957,2013-2014,Arlington County,Wakefield High,4.0,F,Y,N,Y,2,100.0,0.0
2958,2013-2014,Arlington County,Wakefield High,4.0,F,Y,Y,N,2,50.0,0.0
2959,2013-2014,Arlington County,Wakefield High,4.0,F,Y,Y,Y,6,100.0,0.0
2960,2013-2014,Arlington County,Wakefield High,4.0,M,N,N,N,15,93.33333333333333,6.666666666666667
2961,2013-2014,Arlington County,Wakefield High,4.0,M,N,N,Y,28,100.0,0.0
2962,2013-2014,Arlington County,Wakefield High,4.0,M,N,Y,N,8,12.5,87.5
2963,2013-2014,Arlington County,Wakefield High,4.0,M,N,Y,Y,9,77.77777777777777,11.11111111111111
2964,2013-2014,Arlington County,Wakefield High,4.0,M,Y,N,N,6,83.33333333333333,16.666666666666668
2965,2013-2014,Arlington County,Wakefield High,4.0,M,Y,N,Y,6,83.33333333333333,16.666666666666668
2966,2013-2014,Arlington County,Wakefield High,4.0,M,Y,Y,N,1,100.0,0.0
2967,2013-2014,Arlington County,Wakefield High,4.0,M,Y,Y,Y,7,71.42857142857143,0.0
2968,2013-2014,Arlington County,Wakefield High,5.0,F,N,N,N,26,100.0,0.0
2969,2013-2014,Arlington County,Wakefield High,5.0,F,N,N,Y,1,100.0,0.0
2970,2013-2014,Arlington County,Wakefield High,5.0,F,N,Y,N,3,100.0,0.0
2971,2013-2014,Arlington County,Wakefield High,5.0,F,N,Y,Y,1,100.0,0.0
2972,2013-2014,Arlington County,Wakefield High,5.0,F,Y,N,N,2,100.0,0.0
2976,2013-2014,Arlington County,Wakefield High,5.0,M,N,N,N,24,91.66666666666667,8.333333333333334
2977,2013-2014,Arlington County,Wakefield High,5.0,M,N,N,Y,3,100.0,0.0
2979,2013-2014,Arlington County,Wakefield High,5.0,M,N,Y,Y,2,100.0,0.0
2980,2013-2014,Arlington County,Wakefield High,5.0,M,Y,N,N,11,100.0,0.0
2981,2013-2014,Arlington County,Wakefield High,5.0,M,Y,N,Y,1,100.0,0.0
3032,2013-2014,Arlington County,Washington-Lee High,2.0,F,N,N,N,18,100.0,0.0
3033,2013-2014,Arlington County,Washington-Lee High,2.0,F,N,N,Y,11,90.9090909090909,0.0
3034,2013-2014,Arlington County,Washington-Lee High,2.0,F,N,Y,N,4,75.0,0.0
3035,2013-2014,Arlington County,Washington-Lee High,2.0,F,N,Y,Y,5,80.0,0.0
3040,2013-2014,Arlington County,Washington-Lee High,2.0,M,N,N,N,12,91.66666666666667,0.0
3041,2013-2014,Arlington County,Washington-Lee High,2.0,M,N,N,Y,10,100.0,0.0
3042,2013-2014,Arlington County,Washington-Lee High,2.0,M,N,Y,N,2,0.0,0.0
3043,2013-2014,Arlington County,Washington-Lee High,2.0,M,N,Y,Y,9,66.66666666666667,11.11111111111111
3044,2013-2014,Arlington County,Washington-Lee High,2.0,M,Y,N,N,2,100.0,0.0
3045,2013-2014,Arlington County,Washington-Lee High,2.0,M,Y,N,Y,1,100.0,0.0
3048,2013-2014,Arlington County,Washington-Lee High,3.0,F,N,N,N,15,100.0,0.0
3049,2013-2014,Arlington County,Washington-Lee High,3.0,F,N,N,Y,14,100.0,0.0
3051,2013-2014,Arlington County,Washington-Lee High,3.0,F,N,Y,Y,3,66.66666666666667,0.0
3052,2013-2014,Arlington County,Washington-Lee High,3.0,F,Y,N,N,2,100.0,0.0
3053,2013-2014,Arlington County,Washington-Lee High,3.0,F,Y,N,Y,1,100.0,0.0
3054,2013-2014,Arlington County,Washington-Lee High,3.0,F,Y,Y,N,2,100.0,0.0
3056,2013-2014,Arlington County,Washington-Lee High,3.0,M,N,N,N,12,100.0,0.0
3057,2013-2014,Arlington County,Washington-Lee High,3.0,M,N,N,Y,11,100.0,0.0
3058,2013-2014,Arlington County,Washington-Lee High,3.0,M,N,Y,N,3,100.0,0.0
3059,2013-2014,Arlington County,Washington-Lee High,3.0,M,N,Y,Y,2,0.0,50.0
3060,2013-2014,Arlington County,Washington-Lee High,3.0,M,Y,N,N,2,100.0,0.0
3061,2013-2014,Arlington County,Washington-Lee High,3.0,M,Y,N,Y,5,100.0,0.0
3064,2013-2014,Arlington County,Washington-Lee High,4.0,F,N,N,N,28,92.85714285714286,3.5714285714285716
3065,2013-2014,Arlington County,Washington-Lee High,4.0,F,N,N,Y,33,100.0,0.0
3066,2013-2014,Arlington County,Washington-Lee High,4.0,F,N,Y,N,1,0.0,0.0
3067,2013-2014,Arlington County,Washington-Lee High,4.0,F,N,Y,Y,14,42.857142857142854,0.0
3068,2013-2014,Arlington County,Washington-Lee High,4.0,F,Y,N,N,2,100.0,0.0
3069,2013-2014,Arlington County,Washington-Lee High,4.0,F,Y,N,Y,1,100.0,0.0
3071,2013-2014,Arlington County,Washington-Lee High,4.0,F,Y,Y,Y,1,100.0,0.0
3072,2013-2014,Arlington County,Washington-Lee High,4.0,M,N,N,N,28,96.42857142857143,3.5714285714285716
3073,2013-2014,Arlington County,Washington-Lee High,4.0,M,N,N,Y,22,100.0,0.0
3074,2013-2014,Arlington County,Washington-Lee High,4.0,M,N,Y,N,4,25.0,75.0
