,SCHOOL_YEAR,DIV_NAME,SCH_NAME,GENDER,FEDERAL_RACE_CODE,DISABILITY_FLAG,DISADVANTAGED_FLAG,LEP_FLAG,COHORT_CNT,DIPLOMA_RATE,DROPOUT_RATE
2526,2009-2010,Accomack County,Nandua High,F,5.0,Y,Y,N,1,0.0,100.0
2560,2009-2010,Accomack County,Nandua High,M,3.0,N,N,N,8,50.0,50.0
2562,2009-2010,Accomack County,Nandua High,M,3.0,N,Y,N,26,61.53846153846154,34.61538461538461
2564,2009-2010,Accomack County,Nandua High,M,3.0,Y,N,N,3,33.333333333333336,66.66666666666667
2566,2009-2010,Accomack County,Nandua High,M,3.0,Y,Y,N,9,88.88888888888889,11.11111111111111
2576,2009-2010,Accomack County,Nandua High,M,5.0,N,N,N,34,82.3529411764706,5.882352941176471
2578,2009-2010,Accomack County,Nandua High,M,5.0,N,Y,N,4,75.0,0.0
2580,2009-2010,Accomack County,Nandua High,M,5.0,Y,N,N,3,33.333333333333336,33.333333333333336
2582,2009-2010,Accomack County,Nandua High,M,5.0,Y,Y,N,3,100.0,0.0
2808,2009-2010,Albemarle County,Albemarle High,F,2.0,N,N,N,11,100.0,0.0
2809,2009-2010,Albemarle County,Albemarle High,F,2.0,N,N,Y,2,100.0,0.0
2810,2009-2010,Albemarle County,Albemarle High,F,2.0,N,Y,N,2,100.0,0.0
2811,2009-2010,Albemarle County,Albemarle High,F,2.0,N,Y,Y,2,50.0,50.0
2816,2009-2010,Albemarle County,Albemarle High,F,3.0,N,N,N,30,80.0,13.333333333333334
2818,2009-2010,Albemarle County,Albemarle High,F,3.0,N,Y,N,12,83.33333333333333,8.333333333333334
2819,2009-2010,Albemarle County,Albemarle High,F,3.0,N,Y,Y,1,100.0,0.0
2820,2009-2010,Albemarle County,Albemarle High,F,3.0,Y,N,N,1,100.0,0.0
2822,2009-2010,Albemarle County,Albemarle High,F,3.0,Y,Y,N,1,100.0,0.0
2832,2009-2010,Albemarle County,Albemarle High,F,5.0,N,N,N,131,97.70992366412214,0.7633587786259542
2833,2009-2010,Albemarle County,Albemarle High,F,5.0,N,N,Y,1,0.0,0.0
2834,2009-2010,Albemarle County,Albemarle High,F,5.0,N,Y,N,7,85.71428571428571,0.0
2835,2009-2010,Albemarle County,Albemarle High,F,5.0,N,Y,Y,1,100.0,0.0
2836,2009-2010,Albemarle County,Albemarle High,F,5.0,Y,N,N,8,75.0,25.0
2838,2009-2010,Albemarle County,Albemarle High,F,5.0,Y,Y,N,2,100.0,0.0
2864,2009-2010,Albemarle County,Albemarle High,M,2.0,N,N,N,9,88.88888888888889,0.0
2865,2009-2010,Albemarle County,Albemarle High,M,2.0,N,N,Y,4,100.0,0.0
2872,2009-2010,Albemarle County,Albemarle High,M,3.0,N,N,N,14,100.0,0.0
2873,2009-2010,Albemarle County,Albemarle High,M,3.0,N,N,Y,1,100.0,0.0
2874,2009-2010,Albemarle County,Albemarle High,M,3.0,N,Y,N,3,100.0,0.0
2875,2009-2010,Albemarle County,Albemarle High,M,3.0,N,Y,Y,1,100.0,0.0
2876,2009-2010,Albemarle County,Albemarle High,M,3.0,Y,N,N,6,66.66666666666667,33.333333333333336
2878,2009-2010,Albemarle County,Albemarle High,M,3.0,Y,Y,N,6,100.0,0.0
2888,2009-2010,Albemarle County,Albemarle High,M,5.0,N,N,N,121,92.56198347107438,4.132231404958677
2889,2009-2010,Albemarle County,Albemarle High,M,5.0,N,N,Y,1,100.0,0.0
2890,2009-2010,Albemarle County,Albemarle High,M,5.0,N,Y,N,9,44.44444444444444,33.333333333333336
2891,2009-2010,Albemarle County,Albemarle High,M,5.0,N,Y,Y,1,100.0,0.0
2892,2009-2010,Albemarle County,Albemarle High,M,5.0,Y,N,N,16,87.5,12.5
2893,2009-2010,Albemarle County,Albemarle High,M,5.0,Y,N,Y,1,100.0,0.0
2894,2009-2010,Albemarle County,Albemarle High,M,5.0,Y,Y,N,5,80.0,20.0
2928,2009-2010,Albemarle County,Monticello High,F,3.0,N,N,N,14,85.71428571428571,14.285714285714286
2930,2009-2010,Albemarle County,Monticello High,F,3.0,N,Y,N,7,100.0,0.0
2934,2009-2010,Albemarle County,Monticello High,F,3.0,Y,Y,N,2,100.0,0.0
2944,2009-2010,Albemarle County,Monticello High,F,5.0,N,N,N,90,94.44444444444444,2.2222222222222223
2946,2009-2010,Albemarle County,Monticello High,F,5.0,N,Y,N,11,100.0,0.0
2948,2009-2010,Albemarle County,Monticello High,F,5.0,Y,N,N,4,50.0,50.0
2950,2009-2010,Albemarle County,Monticello High,F,5.0,Y,Y,N,2,100.0,0.0
2984,2009-2010,Albemarle County,Monticello High,M,3.0,N,N,N,7,71.42857142857143,14.285714285714286
2986,2009-2010,Albemarle County,Monticello High,M,3.0,N,Y,N,5,100.0,0.0
2988,2009-2010,Albemarle County,Monticello High,M,3.0,Y,N,N,4,100.0,0.0
2990,2009-2010,Albemarle County,Monticello High,M,3.0,Y,Y,N,5,100.0,0.0
3000,2009-2010,Albemarle County,Monticello High,M,5.0,N,N,N,70,97.14285714285714,2.857142857142857
3001,2009-2010,Albemarle County,Monticello High,M,5.0,N,N,Y,1,100.0,0.0
3002,2009-2010,Albemarle County,Monticello High,M,5.0,N,Y,N,9,100.0,0.0
3004,2009-2010,Albemarle County,Monticello High,M,5.0,Y,N,N,17,88.23529411764706,11.764705882352942
3006,2009-2010,Albemarle County,Monticello High,M,5.0,Y,Y,N,2,50.0,50.0
3056,2009-2010,Albemarle County,Murray High,F,5.0,N,N,N,11,90.9090909090909,0.0
3060,2009-2010,Albemarle County,Murray High,F,5.0,Y,N,N,3,100.0,0.0
3112,2009-2010,Albemarle County,Murray High,M,5.0,N,N,N,11,90.9090909090909,0.0
3114,2009-2010,Albemarle County,Murray High,M,5.0,N,Y,N,1,0.0,0.0
3168,2009-2010,Albemarle County,Western Albemarle High,F,5.0,N,N,N,105,98.0952380952381,0.9523809523809523
3170,2009-2010,Albemarle County,Western Albemarle High,F,5.0,N,Y,N,5,60.0,20.0
3172,2009-2010,Albemarle County,Western Albemarle High,F,5.0,Y,N,N,11,100.0,0.0
3174,2009-2010,Albemarle County,Western Albemarle High,F,5.0,Y,Y,N,2,50.0,50.0
3224,2009-2010,Albemarle County,Western Albemarle High,M,5.0,N,N,N,95,95.78947368421052,2.1052631578947367
3226,2009-2010,Albemarle County,Western Albemarle High,M,5.0,N,Y,N,9,88.88888888888889,0.0
3228,2009-2010,Albemarle County,Western Albemarle High,M,5.0,Y,N,N,19,89.47368421052632,10.526315789473685
3230,2009-2010,Albemarle County,Western Albemarle High,M,5.0,Y,Y,N,7,100.0,0.0
1200,2009-2010,Alexandria City,T.C. Williams High,F,2.0,N,N,N,10,90.0,10.0
1201,2009-2010,Alexandria City,T.C. Williams High,F,2.0,N,N,Y,3,66.66666666666667,33.333333333333336
1202,2009-2010,Alexandria City,T.C. Williams High,F,2.0,N,Y,N,12,100.0,0.0
1203,2009-2010,Alexandria City,T.C. Williams High,F,2.0,N,Y,Y,5,80.0,0.0
1204,2009-2010,Alexandria City,T.C. Williams High,F,2.0,Y,N,N,1,100.0,0.0
1208,2009-2010,Alexandria City,T.C. Williams High,F,3.0,N,N,N,50,74.0,18.0
1210,2009-2010,Alexandria City,T.C. Williams High,F,3.0,N,Y,N,65,78.46153846153847,13.846153846153847
1211,2009-2010,Alexandria City,T.C. Williams High,F,3.0,N,Y,Y,26,96.15384615384616,3.8461538461538463
1212,2009-2010,Alexandria City,T.C. Williams High,F,3.0,Y,N,N,4,100.0,0.0
1214,2009-2010,Alexandria City,T.C. Williams High,F,3.0,Y,Y,N,17,94.11764705882354,5.882352941176471
1216,2009-2010,Alexandria City,T.C. Williams High,F,4.0,N,N,N,17,88.23529411764706,0.0
1217,2009-2010,Alexandria City,T.C. Williams High,F,4.0,N,N,Y,4,50.0,25.0
1218,2009-2010,Alexandria City,T.C. Williams High,F,4.0,N,Y,N,42,78.57142857142857,9.523809523809524
1219,2009-2010,Alexandria City,T.C. Williams High,F,4.0,N,Y,Y,30,56.666666666666664,43.333333333333336
1222,2009-2010,Alexandria City,T.C. Williams High,F,4.0,Y,Y,N,1,100.0,0.0
1223,2009-2010,Alexandria City,T.C. Williams High,F,4.0,Y,Y,Y,1,0.0,100.0
1224,2009-2010,Alexandria City,T.C. Williams High,F,5.0,N,N,N,82,85.36585365853658,9.75609756097561
1225,2009-2010,Alexandria City,T.C. Williams High,F,5.0,N,N,Y,1,100.0,0.0
1226,2009-2010,Alexandria City,T.C. Williams High,F,5.0,N,Y,N,8,75.0,12.5
1227,2009-2010,Alexandria City,T.C. Williams High,F,5.0,N,Y,Y,2,50.0,50.0
1228,2009-2010,Alexandria City,T.C. Williams High,F,5.0,Y,N,N,10,100.0,0.0
1230,2009-2010,Alexandria City,T.C. Williams High,F,5.0,Y,Y,N,1,100.0,0.0
1256,2009-2010,Alexandria City,T.C. Williams High,M,2.0,N,N,N,7,100.0,0.0
1257,2009-2010,Alexandria City,T.C. Williams High,M,2.0,N,N,Y,1,100.0,0.0
1258,2009-2010,Alexandria City,T.C. Williams High,M,2.0,N,Y,N,2,100.0,0.0
1259,2009-2010,Alexandria City,T.C. Williams High,M,2.0,N,Y,Y,7,57.142857142857146,42.857142857142854
1261,2009-2010,Alexandria City,T.C. Williams High,M,2.0,Y,N,Y,1,100.0,0.0
1262,2009-2010,Alexandria City,T.C. Williams High,M,2.0,Y,Y,N,1,100.0,0.0
1264,2009-2010,Alexandria City,T.C. Williams High,M,3.0,N,N,N,39,82.05128205128206,10.256410256410257
1265,2009-2010,Alexandria City,T.C. Williams High,M,3.0,N,N,Y,7,57.142857142857146,42.857142857142854
1266,2009-2010,Alexandria City,T.C. Williams High,M,3.0,N,Y,N,50,74.0,10.0
1267,2009-2010,Alexandria City,T.C. Williams High,M,3.0,N,Y,Y,18,83.33333333333333,11.11111111111111
1268,2009-2010,Alexandria City,T.C. Williams High,M,3.0,Y,N,N,12,91.66666666666667,0.0
1270,2009-2010,Alexandria City,T.C. Williams High,M,3.0,Y,Y,N,16,56.25,18.75
1272,2009-2010,Alexandria City,T.C. Williams High,M,4.0,N,N,N,21,61.904761904761905,19.047619047619047
1273,2009-2010,Alexandria City,T.C. Williams High,M,4.0,N,N,Y,6,50.0,50.0
1274,2009-2010,Alexandria City,T.C. Williams High,M,4.0,N,Y,N,23,73.91304347826087,4.3478260869565215
1275,2009-2010,Alexandria City,T.C. Williams High,M,4.0,N,Y,Y,30,60.0,36.666666666666664
1276,2009-2010,Alexandria City,T.C. Williams High,M,4.0,Y,N,N,3,66.66666666666667,0.0
1278,2009-2010,Alexandria City,T.C. Williams High,M,4.0,Y,Y,N,11,81.81818181818181,18.181818181818183
1279,2009-2010,Alexandria City,T.C. Williams High,M,4.0,Y,Y,Y,1,100.0,0.0
1280,2009-2010,Alexandria City,T.C. Williams High,M,5.0,N,N,N,57,91.2280701754386,0.0
1281,2009-2010,Alexandria City,T.C. Williams High,M,5.0,N,N,Y,2,0.0,100.0
1282,2009-2010,Alexandria City,T.C. Williams High,M,5.0,N,Y,N,7,71.42857142857143,14.285714285714286
1283,2009-2010,Alexandria City,T.C. Williams High,M,5.0,N,Y,Y,2,100.0,0.0
1284,2009-2010,Alexandria City,T.C. Williams High,M,5.0,Y,N,N,17,88.23529411764706,5.882352941176471
1286,2009-2010,Alexandria City,T.C. Williams High,M,5.0,Y,Y,N,2,0.0,50.0
1224,2009-2010,Alleghany County,Alleghany High,F,5.0,N,N,N,63,95.23809523809524,3.1746031746031744
1226,2009-2010,Alleghany County,Alleghany High,F,5.0,N,Y,N,24,91.66666666666667,0.0
1228,2009-2010,Alleghany County,Alleghany High,F,5.0,Y,N,N,1,100.0,0.0
1230,2009-2010,Alleghany County,Alleghany High,F,5.0,Y,Y,N,6,100.0,0.0
1280,2009-2010,Alleghany County,Alleghany High,M,5.0,N,N,N,57,87.71929824561404,7.017543859649122
1282,2009-2010,Alleghany County,Alleghany High,M,5.0,N,Y,N,23,82.6086956521739,17.391304347826086
1284,2009-2010,Alleghany County,Alleghany High,M,5.0,Y,N,N,10,80.0,20.0
1286,2009-2010,Alleghany County,Alleghany High,M,5.0,Y,Y,N,11,90.9090909090909,9.090909090909092
1208,2009-2010,Amelia County,Amelia County High,F,3.0,N,N,N,2,100.0,0.0
1210,2009-2010,Amelia County,Amelia County High,F,3.0,N,Y,N,10,80.0,20.0
1214,2009-2010,Amelia County,Amelia County High,F,3.0,Y,Y,N,3,100.0,0.0
1224,2009-2010,Amelia County,Amelia County High,F,5.0,N,N,N,23,91.30434782608695,4.3478260869565215
1226,2009-2010,Amelia County,Amelia County High,F,5.0,N,Y,N,10,90.0,10.0
1264,2009-2010,Amelia County,Amelia County High,M,3.0,N,N,N,11,72.72727272727273,0.0
1266,2009-2010,Amelia County,Amelia County High,M,3.0,N,Y,N,13,92.3076923076923,7.6923076923076925
1270,2009-2010,Amelia County,Amelia County High,M,3.0,Y,Y,N,3,100.0,0.0
1280,2009-2010,Amelia County,Amelia County High,M,5.0,N,N,N,26,84.61538461538461,11.538461538461538
1282,2009-2010,Amelia County,Amelia County High,M,5.0,N,Y,N,8,87.5,12.5
1284,2009-2010,Amelia County,Amelia County High,M,5.0,Y,N,N,2,100.0,0.0
1286,2009-2010,Amelia County,Amelia County High,M,5.0,Y,Y,N,2,50.0,50.0
1208,2009-2010,Amherst County,Amherst County High,F,3.0,N,N,N,27,88.88888888888889,3.7037037037037037
1210,2009-2010,Amherst County,Amherst County High,F,3.0,N,Y,N,22,90.9090909090909,4.545454545454546
1212,2009-2010,Amherst County,Amherst County High,F,3.0,Y,N,N,2,100.0,0.0
1214,2009-2010,Amherst County,Amherst County High,F,3.0,Y,Y,N,4,100.0,0.0
1224,2009-2010,Amherst County,Amherst County High,F,5.0,N,N,N,86,94.18604651162791,2.3255813953488373
1226,2009-2010,Amherst County,Amherst County High,F,5.0,N,Y,N,20,85.0,15.0
1228,2009-2010,Amherst County,Amherst County High,F,5.0,Y,N,N,3,100.0,0.0
1230,2009-2010,Amherst County,Amherst County High,F,5.0,Y,Y,N,5,100.0,0.0
1264,2009-2010,Amherst County,Amherst County High,M,3.0,N,N,N,20,80.0,5.0
1266,2009-2010,Amherst County,Amherst County High,M,3.0,N,Y,N,30,93.33333333333333,3.3333333333333335
1268,2009-2010,Amherst County,Amherst County High,M,3.0,Y,N,N,4,75.0,0.0
1270,2009-2010,Amherst County,Amherst County High,M,3.0,Y,Y,N,6,83.33333333333333,16.666666666666668
1280,2009-2010,Amherst County,Amherst County High,M,5.0,N,N,N,93,90.3225806451613,1.075268817204301
1282,2009-2010,Amherst County,Amherst County High,M,5.0,N,Y,N,27,55.55555555555556,3.7037037037037037
1284,2009-2010,Amherst County,Amherst County High,M,5.0,Y,N,N,13,84.61538461538461,15.384615384615385
1286,2009-2010,Amherst County,Amherst County High,M,5.0,Y,Y,N,8,62.5,12.5
1208,2009-2010,Appomattox County,Appomattox County High,F,3.0,N,N,N,14,85.71428571428571,14.285714285714286
1210,2009-2010,Appomattox County,Appomattox County High,F,3.0,N,Y,N,18,83.33333333333333,5.555555555555555
1212,2009-2010,Appomattox County,Appomattox County High,F,3.0,Y,N,N,1,0.0,100.0
1224,2009-2010,Appomattox County,Appomattox County High,F,5.0,N,N,N,41,95.1219512195122,0.0
1226,2009-2010,Appomattox County,Appomattox County High,F,5.0,N,Y,N,8,100.0,0.0
1228,2009-2010,Appomattox County,Appomattox County High,F,5.0,Y,N,N,2,100.0,0.0
1230,2009-2010,Appomattox County,Appomattox County High,F,5.0,Y,Y,N,1,0.0,100.0
1264,2009-2010,Appomattox County,Appomattox County High,M,3.0,N,N,N,4,50.0,25.0
1266,2009-2010,Appomattox County,Appomattox County High,M,3.0,N,Y,N,13,76.92307692307692,7.6923076923076925
1268,2009-2010,Appomattox County,Appomattox County High,M,3.0,Y,N,N,2,100.0,0.0
1270,2009-2010,Appomattox County,Appomattox County High,M,3.0,Y,Y,N,4,75.0,25.0
1280,2009-2010,Appomattox County,Appomattox County High,M,5.0,N,N,N,44,86.36363636363636,6.818181818181818
1282,2009-2010,Appomattox County,Appomattox County High,M,5.0,N,Y,N,10,70.0,20.0
1284,2009-2010,Appomattox County,Appomattox County High,M,5.0,Y,N,N,5,60.0,40.0
1286,2009-2010,Appomattox County,Appomattox County High,M,5.0,Y,Y,N,2,50.0,50.0
2272,2009-2010,Arlington County,Wakefield High,F,2.0,N,N,N,7,85.71428571428571,14.285714285714286
2273,2009-2010,Arlington County,Wakefield High,F,2.0,N,N,Y,2,100.0,0.0
2274,2009-2010,Arlington County,Wakefield High,F,2.0,N,Y,N,6,100.0,0.0
2275,2009-2010,Arlington County,Wakefield High,F,2.0,N,Y,Y,2,100.0,0.0
2280,2009-2010,Arlington County,Wakefield High,F,3.0,N,N,N,27,85.18518518518519,14.814814814814815
2282,2009-2010,Arlington County,Wakefield High,F,3.0,N,Y,N,11,100.0,0.0
2283,2009-2010,Arlington County,Wakefield High,F,3.0,N,Y,Y,5,100.0,0.0
2284,2009-2010,Arlington County,Wakefield High,F,3.0,Y,N,N,5,100.0,0.0
2288,2009-2010,Arlington County,Wakefield High,F,4.0,N,N,N,41,73.17073170731707,24.390243902439025
2289,2009-2010,Arlington County,Wakefield High,F,4.0,N,N,Y,14,28.571428571428573,64.28571428571429
2290,2009-2010,Arlington County,Wakefield High,F,4.0,N,Y,N,27,96.29629629629629,3.7037037037037037
2291,2009-2010,Arlington County,Wakefield High,F,4.0,N,Y,Y,28,50.0,42.857142857142854
2292,2009-2010,Arlington County,Wakefield High,F,4.0,Y,N,N,4,75.0,25.0
2294,2009-2010,Arlington County,Wakefield High,F,4.0,Y,Y,N,3,100.0,0.0
2296,2009-2010,Arlington County,Wakefield High,F,5.0,N,N,N,24,87.5,4.166666666666667
2297,2009-2010,Arlington County,Wakefield High,F,5.0,N,N,Y,1,100.0,0.0
2299,2009-2010,Arlington County,Wakefield High,F,5.0,N,Y,Y,2,100.0,0.0
2300,2009-2010,Arlington County,Wakefield High,F,5.0,Y,N,N,3,66.66666666666667,0.0
2302,2009-2010,Arlington County,Wakefield High,F,5.0,Y,Y,N,1,0.0,100.0
2328,2009-2010,Arlington County,Wakefield High,M,2.0,N,N,N,6,83.33333333333333,16.666666666666668
2329,2009-2010,Arlington County,Wakefield High,M,2.0,N,N,Y,6,66.66666666666667,16.666666666666668
2330,2009-2010,Arlington County,Wakefield High,M,2.0,N,Y,N,6,100.0,0.0
2331,2009-2010,Arlington County,Wakefield High,M,2.0,N,Y,Y,4,50.0,25.0
2332,2009-2010,Arlington County,Wakefield High,M,2.0,Y,N,N,2,50.0,0.0
2334,2009-2010,Arlington County,Wakefield High,M,2.0,Y,Y,N,1,100.0,0.0
2336,2009-2010,Arlington County,Wakefield High,M,3.0,N,N,N,22,68.18181818181819,18.181818181818183
2337,2009-2010,Arlington County,Wakefield High,M,3.0,N,N,Y,2,100.0,0.0
2338,2009-2010,Arlington County,Wakefield High,M,3.0,N,Y,N,2,50.0,0.0
2339,2009-2010,Arlington County,Wakefield High,M,3.0,N,Y,Y,3,100.0,0.0
2340,2009-2010,Arlington County,Wakefield High,M,3.0,Y,N,N,9,77.77777777777777,22.22222222222222
2342,2009-2010,Arlington County,Wakefield High,M,3.0,Y,Y,N,9,100.0,0.0
2344,2009-2010,Arlington County,Wakefield High,M,4.0,N,N,N,19,78.94736842105263,10.526315789473685
2345,2009-2010,Arlington County,Wakefield High,M,4.0,N,N,Y,17,35.294117647058826,58.8235294117647
2346,2009-2010,Arlington County,Wakefield High,M,4.0,N,Y,N,17,100.0,0.0
2347,2009-2010,Arlington County,Wakefield High,M,4.0,N,Y,Y,22,40.90909090909091,50.0
2348,2009-2010,Arlington County,Wakefield High,M,4.0,Y,N,N,2,100.0,0.0
2350,2009-2010,Arlington County,Wakefield High,M,4.0,Y,Y,N,5,100.0,0.0
2351,2009-2010,Arlington County,Wakefield High,M,4.0,Y,Y,Y,1,0.0,100.0
2352,2009-2010,Arlington County,Wakefield High,M,5.0,N,N,N,20,90.0,10.0
2353,2009-2010,Arlington County,Wakefield High,M,5.0,N,N,Y,3,100.0,0.0
2354,2009-2010,Arlington County,Wakefield High,M,5.0,N,Y,N,1,100.0,0.0
2356,2009-2010,Arlington County,Wakefield High,M,5.0,Y,N,N,9,100.0,0.0
2384,2009-2010,Arlington County,Washington-Lee High,F,2.0,N,N,N,11,100.0,0.0
2385,2009-2010,Arlington County,Washington-Lee High,F,2.0,N,N,Y,1,100.0,0.0
2386,2009-2010,Arlington County,Washington-Lee High,F,2.0,N,Y,N,3,100.0,0.0
2387,2009-2010,Arlington County,Washington-Lee High,F,2.0,N,Y,Y,4,100.0,0.0
2392,2009-2010,Arlington County,Washington-Lee High,F,3.0,N,N,N,12,100.0,0.0
2393,2009-2010,Arlington County,Washington-Lee High,F,3.0,N,N,Y,1,100.0,0.0
2394,2009-2010,Arlington County,Washington-Lee High,F,3.0,N,Y,N,8,87.5,0.0
2395,2009-2010,Arlington County,Washington-Lee High,F,3.0,N,Y,Y,2,50.0,50.0
2396,2009-2010,Arlington County,Washington-Lee High,F,3.0,Y,N,N,3,66.66666666666667,33.333333333333336
2397,2009-2010,Arlington County,Washington-Lee High,F,3.0,Y,N,Y,1,100.0,0.0
2398,2009-2010,Arlington County,Washington-Lee High,F,3.0,Y,Y,N,2,100.0,0.0
2400,2009-2010,Arlington County,Washington-Lee High,F,4.0,N,N,N,17,88.23529411764706,11.764705882352942
2401,2009-2010,Arlington County,Washington-Lee High,F,4.0,N,N,Y,8,37.5,50.0
2402,2009-2010,Arlington County,Washington-Lee High,F,4.0,N,Y,N,19,94.73684210526316,5.2631578947368425
2403,2009-2010,Arlington County,Washington-Lee High,F,4.0,N,Y,Y,24,50.0,41.666666666666664
2404,2009-2010,Arlington County,Washington-Lee High,F,4.0,Y,N,N,5,80.0,20.0
2406,2009-2010,Arlington County,Washington-Lee High,F,4.0,Y,Y,N,6,83.33333333333333,16.666666666666668
2408,2009-2010,Arlington County,Washington-Lee High,F,5.0,N,N,N,90,98.88888888888889,0.0
2410,2009-2010,Arlington County,Washington-Lee High,F,5.0,N,Y,N,3,100.0,0.0
2412,2009-2010,Arlington County,Washington-Lee High,F,5.0,Y,N,N,6,83.33333333333333,16.666666666666668
2414,2009-2010,Arlington County,Washington-Lee High,F,5.0,Y,Y,N,1,100.0,0.0
2440,2009-2010,Arlington County,Washington-Lee High,M,2.0,N,N,N,20,95.0,5.0
2441,2009-2010,Arlington County,Washington-Lee High,M,2.0,N,N,Y,3,100.0,0.0
2442,2009-2010,Arlington County,Washington-Lee High,M,2.0,N,Y,N,5,100.0,0.0
2443,2009-2010,Arlington County,Washington-Lee High,M,2.0,N,Y,Y,8,62.5,25.0
2444,2009-2010,Arlington County,Washington-Lee High,M,2.0,Y,N,N,1,100.0,0.0
2446,2009-2010,Arlington County,Washington-Lee High,M,2.0,Y,Y,N,1,100.0,0.0
2448,2009-2010,Arlington County,Washington-Lee High,M,3.0,N,N,N,14,78.57142857142857,21.428571428571427
2449,2009-2010,Arlington County,Washington-Lee High,M,3.0,N,N,Y,2,100.0,0.0
2450,2009-2010,Arlington County,Washington-Lee High,M,3.0,N,Y,N,8,62.5,37.5
2451,2009-2010,Arlington County,Washington-Lee High,M,3.0,N,Y,Y,3,100.0,0.0
2452,2009-2010,Arlington County,Washington-Lee High,M,3.0,Y,N,N,4,100.0,0.0
2454,2009-2010,Arlington County,Washington-Lee High,M,3.0,Y,Y,N,2,50.0,50.0
2456,2009-2010,Arlington County,Washington-Lee High,M,4.0,N,N,N,20,60.0,35.0
2457,2009-2010,Arlington County,Washington-Lee High,M,4.0,N,N,Y,19,47.36842105263158,47.36842105263158
2458,2009-2010,Arlington County,Washington-Lee High,M,4.0,N,Y,N,13,84.61538461538461,15.384615384615385
2459,2009-2010,Arlington County,Washington-Lee High,M,4.0,N,Y,Y,19,52.63157894736842,31.57894736842105
2460,2009-2010,Arlington County,Washington-Lee High,M,4.0,Y,N,N,8,75.0,12.5
2461,2009-2010,Arlington County,Washington-Lee High,M,4.0,Y,N,Y,3,66.66666666666667,33.333333333333336
2462,2009-2010,Arlington County,Washington-Lee High,M,4.0,Y,Y,N,5,100.0,0.0
