,SCHOOL_YEAR,DIV_NAME,SCH_NAME,GENDER,FEDERAL_RACE_CODE,DISABILITY_FLAG,DISADVANTAGED_FLAG,LEP_FLAG,COHORT_CNT,DIPLOMA_RATE,DROPOUT_RATE
2930,2007-2008,Albemarle County,Monticello High,F,3.0,N,Y,N,11,100.0,0.0
2932,2007-2008,Albemarle County,Monticello High,F,3.0,Y,N,N,5,100.0,0.0
2944,2007-2008,Albemarle County,Monticello High,F,5.0,N,N,N,101,91.08910891089108,3.9603960396039604
2946,2007-2008,Albemarle County,Monticello High,F,5.0,N,Y,N,13,84.61538461538461,7.6923076923076925
2948,2007-2008,Albemarle County,Monticello High,F,5.0,Y,N,N,10,60.0,30.0
2950,2007-2008,Albemarle County,Monticello High,F,5.0,Y,Y,N,2,100.0,0.0
2984,2007-2008,Albemarle County,Monticello High,M,3.0,N,N,N,18,94.44444444444444,0.0
2986,2007-2008,Albemarle County,Monticello High,M,3.0,N,Y,N,8,75.0,0.0
2988,2007-2008,Albemarle County,Monticello High,M,3.0,Y,N,N,3,33.333333333333336,66.66666666666667
2990,2007-2008,Albemarle County,Monticello High,M,3.0,Y,Y,N,1,100.0,0.0
3000,2007-2008,Albemarle County,Monticello High,M,5.0,N,N,N,74,86.48648648648648,8.108108108108109
3002,2007-2008,Albemarle County,Monticello High,M,5.0,N,Y,N,8,25.0,37.5
3004,2007-2008,Albemarle County,Monticello High,M,5.0,Y,N,N,20,85.0,10.0
3006,2007-2008,Albemarle County,Monticello High,M,5.0,Y,Y,N,4,50.0,25.0
3056,2007-2008,Albemarle County,Murray High,F,5.0,N,N,N,14,85.71428571428571,7.142857142857143
3058,2007-2008,Albemarle County,Murray High,F,5.0,N,Y,N,1,100.0,0.0
3060,2007-2008,Albemarle County,Murray High,F,5.0,Y,N,N,1,100.0,0.0
3112,2007-2008,Albemarle County,Murray High,M,5.0,N,N,N,19,89.47368421052632,5.2631578947368425
3114,2007-2008,Albemarle County,Murray High,M,5.0,N,Y,N,1,0.0,0.0
3116,2007-2008,Albemarle County,Murray High,M,5.0,Y,N,N,8,100.0,0.0
3168,2007-2008,Albemarle County,Western Albemarle High,F,5.0,N,N,N,105,96.19047619047619,1.9047619047619047
3170,2007-2008,Albemarle County,Western Albemarle High,F,5.0,N,Y,N,5,60.0,20.0
3172,2007-2008,Albemarle County,Western Albemarle High,F,5.0,Y,N,N,14,78.57142857142857,21.428571428571427
3174,2007-2008,Albemarle County,Western Albemarle High,F,5.0,Y,Y,N,3,66.66666666666667,0.0
3224,2007-2008,Albemarle County,Western Albemarle High,M,5.0,N,N,N,95,91.57894736842105,3.1578947368421053
3226,2007-2008,Albemarle County,Western Albemarle High,M,5.0,N,Y,N,8,75.0,25.0
3228,2007-2008,Albemarle County,Western Albemarle High,M,5.0,Y,N,N,20,95.0,5.0
3229,2007-2008,Albemarle County,Western Albemarle High,M,5.0,Y,N,Y,1,100.0,0.0
3230,2007-2008,Albemarle County,Western Albemarle High,M,5.0,Y,Y,N,2,100.0,0.0
1200,2007-2008,Alexandria City,T.C. Williams High,F,2.0,N,N,N,7,85.71428571428571,0.0
1201,2007-2008,Alexandria City,T.C. Williams High,F,2.0,N,N,Y,3,100.0,0.0
1202,2007-2008,Alexandria City,T.C. Williams High,F,2.0,N,Y,N,4,100.0,0.0
1203,2007-2008,Alexandria City,T.C. Williams High,F,2.0,N,Y,Y,5,100.0,0.0
1204,2007-2008,Alexandria City,T.C. Williams High,F,2.0,Y,N,N,1,0.0,100.0
1208,2007-2008,Alexandria City,T.C. Williams High,F,3.0,N,N,N,70,91.42857142857143,2.857142857142857
1209,2007-2008,Alexandria City,T.C. Williams High,F,3.0,N,N,Y,5,80.0,0.0
1210,2007-2008,Alexandria City,T.C. Williams High,F,3.0,N,Y,N,61,70.49180327868852,14.754098360655737
1211,2007-2008,Alexandria City,T.C. Williams High,F,3.0,N,Y,Y,8,87.5,12.5
1212,2007-2008,Alexandria City,T.C. Williams High,F,3.0,Y,N,N,8,75.0,12.5
1214,2007-2008,Alexandria City,T.C. Williams High,F,3.0,Y,Y,N,10,70.0,20.0
1216,2007-2008,Alexandria City,T.C. Williams High,F,4.0,N,N,N,18,44.44444444444444,27.77777777777778
1217,2007-2008,Alexandria City,T.C. Williams High,F,4.0,N,N,Y,8,62.5,37.5
1218,2007-2008,Alexandria City,T.C. Williams High,F,4.0,N,Y,N,22,59.09090909090909,13.636363636363637
1219,2007-2008,Alexandria City,T.C. Williams High,F,4.0,N,Y,Y,16,62.5,31.25
1220,2007-2008,Alexandria City,T.C. Williams High,F,4.0,Y,N,N,3,0.0,100.0
1222,2007-2008,Alexandria City,T.C. Williams High,F,4.0,Y,Y,N,5,80.0,20.0
1223,2007-2008,Alexandria City,T.C. Williams High,F,4.0,Y,Y,Y,2,100.0,0.0
1224,2007-2008,Alexandria City,T.C. Williams High,F,5.0,N,N,N,74,86.48648648648648,10.81081081081081
1225,2007-2008,Alexandria City,T.C. Williams High,F,5.0,N,N,Y,2,50.0,0.0
1226,2007-2008,Alexandria City,T.C. Williams High,F,5.0,N,Y,N,4,75.0,0.0
1227,2007-2008,Alexandria City,T.C. Williams High,F,5.0,N,Y,Y,1,100.0,0.0
1228,2007-2008,Alexandria City,T.C. Williams High,F,5.0,Y,N,N,2,50.0,50.0
1229,2007-2008,Alexandria City,T.C. Williams High,F,5.0,Y,N,Y,1,100.0,0.0
1230,2007-2008,Alexandria City,T.C. Williams High,F,5.0,Y,Y,N,2,50.0,50.0
1256,2007-2008,Alexandria City,T.C. Williams High,M,2.0,N,N,N,17,94.11764705882354,0.0
1257,2007-2008,Alexandria City,T.C. Williams High,M,2.0,N,N,Y,4,100.0,0.0
1258,2007-2008,Alexandria City,T.C. Williams High,M,2.0,N,Y,N,2,100.0,0.0
1259,2007-2008,Alexandria City,T.C. Williams High,M,2.0,N,Y,Y,12,91.66666666666667,8.333333333333334
1262,2007-2008,Alexandria City,T.C. Williams High,M,2.0,Y,Y,N,1,0.0,100.0
1264,2007-2008,Alexandria City,T.C. Williams High,M,3.0,N,N,N,63,71.42857142857143,17.46031746031746
1265,2007-2008,Alexandria City,T.C. Williams High,M,3.0,N,N,Y,1,100.0,0.0
1266,2007-2008,Alexandria City,T.C. Williams High,M,3.0,N,Y,N,38,60.526315789473685,26.31578947368421
1267,2007-2008,Alexandria City,T.C. Williams High,M,3.0,N,Y,Y,18,61.111111111111114,33.333333333333336
1268,2007-2008,Alexandria City,T.C. Williams High,M,3.0,Y,N,N,9,100.0,0.0
1270,2007-2008,Alexandria City,T.C. Williams High,M,3.0,Y,Y,N,18,88.88888888888889,11.11111111111111
1271,2007-2008,Alexandria City,T.C. Williams High,M,3.0,Y,Y,Y,1,0.0,100.0
1272,2007-2008,Alexandria City,T.C. Williams High,M,4.0,N,N,N,21,52.38095238095238,19.047619047619047
1273,2007-2008,Alexandria City,T.C. Williams High,M,4.0,N,N,Y,10,50.0,50.0
1274,2007-2008,Alexandria City,T.C. Williams High,M,4.0,N,Y,N,16,75.0,18.75
1275,2007-2008,Alexandria City,T.C. Williams High,M,4.0,N,Y,Y,16,50.0,43.75
1276,2007-2008,Alexandria City,T.C. Williams High,M,4.0,Y,N,N,4,75.0,25.0
1278,2007-2008,Alexandria City,T.C. Williams High,M,4.0,Y,Y,N,6,66.66666666666667,16.666666666666668
1279,2007-2008,Alexandria City,T.C. Williams High,M,4.0,Y,Y,Y,5,60.0,20.0
1280,2007-2008,Alexandria City,T.C. Williams High,M,5.0,N,N,N,73,91.78082191780823,4.109589041095891
1281,2007-2008,Alexandria City,T.C. Williams High,M,5.0,N,N,Y,2,100.0,0.0
1282,2007-2008,Alexandria City,T.C. Williams High,M,5.0,N,Y,N,6,66.66666666666667,16.666666666666668
1283,2007-2008,Alexandria City,T.C. Williams High,M,5.0,N,Y,Y,4,100.0,0.0
1284,2007-2008,Alexandria City,T.C. Williams High,M,5.0,Y,N,N,13,92.3076923076923,7.6923076923076925
1286,2007-2008,Alexandria City,T.C. Williams High,M,5.0,Y,Y,N,1,100.0,0.0
1287,2007-2008,Alexandria City,T.C. Williams High,M,5.0,Y,Y,Y,1,100.0,0.0
1224,2007-2008,Alleghany County,Alleghany High,F,5.0,N,N,N,53,92.45283018867924,5.660377358490566
1226,2007-2008,Alleghany County,Alleghany High,F,5.0,N,Y,N,29,68.96551724137932,20.689655172413794
1228,2007-2008,Alleghany County,Alleghany High,F,5.0,Y,N,N,2,100.0,0.0
1230,2007-2008,Alleghany County,Alleghany High,F,5.0,Y,Y,N,10,40.0,60.0
1280,2007-2008,Alleghany County,Alleghany High,M,5.0,N,N,N,64,90.625,7.8125
1282,2007-2008,Alleghany County,Alleghany High,M,5.0,N,Y,N,25,80.0,20.0
1284,2007-2008,Alleghany County,Alleghany High,M,5.0,Y,N,N,15,80.0,13.333333333333334
1286,2007-2008,Alleghany County,Alleghany High,M,5.0,Y,Y,N,11,63.63636363636363,9.090909090909092
1208,2007-2008,Amelia County,Amelia County High,F,3.0,N,N,N,11,90.9090909090909,9.090909090909092
1210,2007-2008,Amelia County,Amelia County High,F,3.0,N,Y,N,15,86.66666666666667,0.0
1214,2007-2008,Amelia County,Amelia County High,F,3.0,Y,Y,N,2,100.0,0.0
1224,2007-2008,Amelia County,Amelia County High,F,5.0,N,N,N,36,94.44444444444444,2.7777777777777777
1226,2007-2008,Amelia County,Amelia County High,F,5.0,N,Y,N,7,85.71428571428571,14.285714285714286
1228,2007-2008,Amelia County,Amelia County High,F,5.0,Y,N,N,1,100.0,0.0
1264,2007-2008,Amelia County,Amelia County High,M,3.0,N,N,N,19,84.21052631578948,10.526315789473685
1266,2007-2008,Amelia County,Amelia County High,M,3.0,N,Y,N,11,81.81818181818181,18.181818181818183
1268,2007-2008,Amelia County,Amelia County High,M,3.0,Y,N,N,2,100.0,0.0
1270,2007-2008,Amelia County,Amelia County High,M,3.0,Y,Y,N,1,100.0,0.0
1280,2007-2008,Amelia County,Amelia County High,M,5.0,N,N,N,42,71.42857142857143,16.666666666666668
1282,2007-2008,Amelia County,Amelia County High,M,5.0,N,Y,N,9,44.44444444444444,22.22222222222222
1284,2007-2008,Amelia County,Amelia County High,M,5.0,Y,N,N,3,66.66666666666667,33.333333333333336
1286,2007-2008,Amelia County,Amelia County High,M,5.0,Y,Y,N,2,0.0,100.0
1208,2007-2008,Amherst County,Amherst County High,F,3.0,N,N,N,30,83.33333333333333,6.666666666666667
1210,2007-2008,Amherst County,Amherst County High,F,3.0,N,Y,N,29,96.55172413793103,0.0
1212,2007-2008,Amherst County,Amherst County High,F,3.0,Y,N,N,3,100.0,0.0
1214,2007-2008,Amherst County,Amherst County High,F,3.0,Y,Y,N,5,100.0,0.0
1224,2007-2008,Amherst County,Amherst County High,F,5.0,N,N,N,114,86.84210526315789,7.017543859649122
1226,2007-2008,Amherst County,Amherst County High,F,5.0,N,Y,N,31,67.74193548387096,16.129032258064516
1228,2007-2008,Amherst County,Amherst County High,F,5.0,Y,N,N,8,75.0,12.5
1230,2007-2008,Amherst County,Amherst County High,F,5.0,Y,Y,N,2,100.0,0.0
1264,2007-2008,Amherst County,Amherst County High,M,3.0,N,N,N,27,59.25925925925926,25.925925925925927
1266,2007-2008,Amherst County,Amherst County High,M,3.0,N,Y,N,22,81.81818181818181,13.636363636363637
1268,2007-2008,Amherst County,Amherst County High,M,3.0,Y,N,N,6,100.0,0.0
1270,2007-2008,Amherst County,Amherst County High,M,3.0,Y,Y,N,5,100.0,0.0
1280,2007-2008,Amherst County,Amherst County High,M,5.0,N,N,N,87,77.01149425287356,11.494252873563218
1282,2007-2008,Amherst County,Amherst County High,M,5.0,N,Y,N,32,65.625,18.75
1284,2007-2008,Amherst County,Amherst County High,M,5.0,Y,N,N,9,88.88888888888889,11.11111111111111
1286,2007-2008,Amherst County,Amherst County High,M,5.0,Y,Y,N,13,100.0,0.0
1208,2007-2008,Appomattox County,Appomattox County High,F,3.0,N,N,N,6,66.66666666666667,33.333333333333336
1210,2007-2008,Appomattox County,Appomattox County High,F,3.0,N,Y,N,11,81.81818181818181,0.0
1212,2007-2008,Appomattox County,Appomattox County High,F,3.0,Y,N,N,1,100.0,0.0
1214,2007-2008,Appomattox County,Appomattox County High,F,3.0,Y,Y,N,1,100.0,0.0
1224,2007-2008,Appomattox County,Appomattox County High,F,5.0,N,N,N,53,88.67924528301887,7.547169811320755
1226,2007-2008,Appomattox County,Appomattox County High,F,5.0,N,Y,N,7,100.0,0.0
1228,2007-2008,Appomattox County,Appomattox County High,F,5.0,Y,N,N,4,100.0,0.0
1264,2007-2008,Appomattox County,Appomattox County High,M,3.0,N,N,N,14,71.42857142857143,21.428571428571427
1266,2007-2008,Appomattox County,Appomattox County High,M,3.0,N,Y,N,14,64.28571428571429,14.285714285714286
1268,2007-2008,Appomattox County,Appomattox County High,M,3.0,Y,N,N,2,50.0,50.0
1270,2007-2008,Appomattox County,Appomattox County High,M,3.0,Y,Y,N,4,100.0,0.0
1280,2007-2008,Appomattox County,Appomattox County High,M,5.0,N,N,N,47,82.97872340425532,6.382978723404255
1282,2007-2008,Appomattox County,Appomattox County High,M,5.0,N,Y,N,9,77.77777777777777,22.22222222222222
1284,2007-2008,Appomattox County,Appomattox County High,M,5.0,Y,N,N,6,100.0,0.0
1286,2007-2008,Appomattox County,Appomattox County High,M,5.0,Y,Y,N,1,100.0,0.0
2280,2007-2008,Arlington County,Wakefield High,F,3.0,N,N,N,16,68.75,25.0
2281,2007-2008,Arlington County,Wakefield High,F,3.0,N,N,Y,3,66.66666666666667,33.333333333333336
2282,2007-2008,Arlington County,Wakefield High,F,3.0,N,Y,N,11,54.54545454545455,18.181818181818183
2283,2007-2008,Arlington County,Wakefield High,F,3.0,N,Y,Y,1,100.0,0.0
2284,2007-2008,Arlington County,Wakefield High,F,3.0,Y,N,N,4,75.0,0.0
2288,2007-2008,Arlington County,Wakefield High,F,4.0,N,N,N,13,84.61538461538461,7.6923076923076925
2289,2007-2008,Arlington County,Wakefield High,F,4.0,N,N,Y,24,12.5,87.5
2290,2007-2008,Arlington County,Wakefield High,F,4.0,N,Y,N,17,76.47058823529412,5.882352941176471
2291,2007-2008,Arlington County,Wakefield High,F,4.0,N,Y,Y,17,41.1764705882353,52.94117647058823
2292,2007-2008,Arlington County,Wakefield High,F,4.0,Y,N,N,2,100.0,0.0
2294,2007-2008,Arlington County,Wakefield High,F,4.0,Y,Y,N,3,100.0,0.0
2295,2007-2008,Arlington County,Wakefield High,F,4.0,Y,Y,Y,1,0.0,0.0
2296,2007-2008,Arlington County,Wakefield High,F,5.0,N,N,N,14,92.85714285714286,7.142857142857143
2297,2007-2008,Arlington County,Wakefield High,F,5.0,N,N,Y,1,100.0,0.0
2298,2007-2008,Arlington County,Wakefield High,F,5.0,N,Y,N,2,50.0,50.0
2299,2007-2008,Arlington County,Wakefield High,F,5.0,N,Y,Y,1,100.0,0.0
2336,2007-2008,Arlington County,Wakefield High,M,3.0,N,N,N,21,85.71428571428571,14.285714285714286
2337,2007-2008,Arlington County,Wakefield High,M,3.0,N,N,Y,4,50.0,25.0
2338,2007-2008,Arlington County,Wakefield High,M,3.0,N,Y,N,10,30.0,10.0
2339,2007-2008,Arlington County,Wakefield High,M,3.0,N,Y,Y,4,100.0,0.0
2340,2007-2008,Arlington County,Wakefield High,M,3.0,Y,N,N,7,85.71428571428571,0.0
2341,2007-2008,Arlington County,Wakefield High,M,3.0,Y,N,Y,1,100.0,0.0
2342,2007-2008,Arlington County,Wakefield High,M,3.0,Y,Y,N,3,100.0,0.0
2344,2007-2008,Arlington County,Wakefield High,M,4.0,N,N,N,18,55.55555555555556,38.888888888888886
2345,2007-2008,Arlington County,Wakefield High,M,4.0,N,N,Y,12,8.333333333333334,83.33333333333333
2346,2007-2008,Arlington County,Wakefield High,M,4.0,N,Y,N,12,58.333333333333336,25.0
2347,2007-2008,Arlington County,Wakefield High,M,4.0,N,Y,Y,4,75.0,25.0
2348,2007-2008,Arlington County,Wakefield High,M,4.0,Y,N,N,5,80.0,20.0
2350,2007-2008,Arlington County,Wakefield High,M,4.0,Y,Y,N,3,33.333333333333336,66.66666666666667
2352,2007-2008,Arlington County,Wakefield High,M,5.0,N,N,N,27,88.88888888888889,11.11111111111111
2353,2007-2008,Arlington County,Wakefield High,M,5.0,N,N,Y,1,100.0,0.0
2354,2007-2008,Arlington County,Wakefield High,M,5.0,N,Y,N,1,100.0,0.0
2355,2007-2008,Arlington County,Wakefield High,M,5.0,N,Y,Y,1,0.0,100.0
2356,2007-2008,Arlington County,Wakefield High,M,5.0,Y,N,N,2,100.0,0.0
2358,2007-2008,Arlington County,Wakefield High,M,5.0,Y,Y,N,1,100.0,0.0
2384,2007-2008,Arlington County,Washington-Lee High,F,2.0,N,N,N,10,100.0,0.0
2386,2007-2008,Arlington County,Washington-Lee High,F,2.0,N,Y,N,7,100.0,0.0
2387,2007-2008,Arlington County,Washington-Lee High,F,2.0,N,Y,Y,6,83.33333333333333,16.666666666666668
2388,2007-2008,Arlington County,Washington-Lee High,F,2.0,Y,N,N,2,100.0,0.0
2392,2007-2008,Arlington County,Washington-Lee High,F,3.0,N,N,N,23,82.6086956521739,8.695652173913043
2393,2007-2008,Arlington County,Washington-Lee High,F,3.0,N,N,Y,4,50.0,50.0
2394,2007-2008,Arlington County,Washington-Lee High,F,3.0,N,Y,N,6,66.66666666666667,16.666666666666668
2396,2007-2008,Arlington County,Washington-Lee High,F,3.0,Y,N,N,2,100.0,0.0
2399,2007-2008,Arlington County,Washington-Lee High,F,3.0,Y,Y,Y,1,100.0,0.0
2400,2007-2008,Arlington County,Washington-Lee High,F,4.0,N,N,N,35,88.57142857142857,8.571428571428571
2401,2007-2008,Arlington County,Washington-Lee High,F,4.0,N,N,Y,8,75.0,12.5
2402,2007-2008,Arlington County,Washington-Lee High,F,4.0,N,Y,N,18,88.88888888888889,5.555555555555555
2403,2007-2008,Arlington County,Washington-Lee High,F,4.0,N,Y,Y,12,33.333333333333336,66.66666666666667
2404,2007-2008,Arlington County,Washington-Lee High,F,4.0,Y,N,N,3,100.0,0.0
2408,2007-2008,Arlington County,Washington-Lee High,F,5.0,N,N,N,104,99.03846153846153,0.0
2410,2007-2008,Arlington County,Washington-Lee High,F,5.0,N,Y,N,1,100.0,0.0
2412,2007-2008,Arlington County,Washington-Lee High,F,5.0,Y,N,N,3,100.0,0.0
2440,2007-2008,Arlington County,Washington-Lee High,M,2.0,N,N,N,12,91.66666666666667,8.333333333333334
2441,2007-2008,Arlington County,Washington-Lee High,M,2.0,N,N,Y,4,50.0,50.0
2442,2007-2008,Arlington County,Washington-Lee High,M,2.0,N,Y,N,7,100.0,0.0
2443,2007-2008,Arlington County,Washington-Lee High,M,2.0,N,Y,Y,6,66.66666666666667,33.333333333333336
2448,2007-2008,Arlington County,Washington-Lee High,M,3.0,N,N,N,10,90.0,0.0
2449,2007-2008,Arlington County,Washington-Lee High,M,3.0,N,N,Y,2,50.0,50.0
2450,2007-2008,Arlington County,Washington-Lee High,M,3.0,N,Y,N,8,62.5,0.0
2451,2007-2008,Arlington County,Washington-Lee High,M,3.0,N,Y,Y,1,100.0,0.0
2452,2007-2008,Arlington County,Washington-Lee High,M,3.0,Y,N,N,3,66.66666666666667,0.0
2454,2007-2008,Arlington County,Washington-Lee High,M,3.0,Y,Y,N,4,75.0,25.0
2456,2007-2008,Arlington County,Washington-Lee High,M,4.0,N,N,N,21,80.95238095238095,4.761904761904762
2457,2007-2008,Arlington County,Washington-Lee High,M,4.0,N,N,Y,11,18.181818181818183,81.81818181818181
2458,2007-2008,Arlington County,Washington-Lee High,M,4.0,N,Y,N,12,83.33333333333333,0.0
2459,2007-2008,Arlington County,Washington-Lee High,M,4.0,N,Y,Y,17,52.94117647058823,41.1764705882353
2460,2007-2008,Arlington County,Washington-Lee High,M,4.0,Y,N,N,2,100.0,0.0
2464,2007-2008,Arlington County,Washington-Lee High,M,5.0,N,N,N,71,94.36619718309859,4.225352112676056
2465,2007-2008,Arlington County,Washington-Lee High,M,5.0,N,N,Y,2,50.0,50.0
2466,2007-2008,Arlington County,Washington-Lee High,M,5.0,N,Y,N,4,75.0,25.0
2468,2007-2008,Arlington County,Washington-Lee High,M,5.0,Y,N,N,7,100.0,0.0
2504,2007-2008,Arlington County,Yorktown High,F,3.0,N,N,N,12,75.0,16.666666666666668
2505,2007-2008,Arlington County,Yorktown High,F,3.0,N,N,Y,1,100.0,0.0
2506,2007-2008,Arlington County,Yorktown High,F,3.0,N,Y,N,4,100.0,0.0
2507,2007-2008,Arlington County,Yorktown High,F,3.0,N,Y,Y,1,100.0,0.0
2508,2007-2008,Arlington County,Yorktown High,F,3.0,Y,N,N,3,100.0,0.0
2510,2007-2008,Arlington County,Yorktown High,F,3.0,Y,Y,N,4,100.0,0.0
2512,2007-2008,Arlington County,Yorktown High,F,4.0,N,N,N,9,100.0,0.0
2513,2007-2008,Arlington County,Yorktown High,F,4.0,N,N,Y,3,66.66666666666667,33.333333333333336
2514,2007-2008,Arlington County,Yorktown High,F,4.0,N,Y,N,3,100.0,0.0
2515,2007-2008,Arlington County,Yorktown High,F,4.0,N,Y,Y,1,0.0,100.0
2517,2007-2008,Arlington County,Yorktown High,F,4.0,Y,N,Y,1,100.0,0.0
2520,2007-2008,Arlington County,Yorktown High,F,5.0,N,N,N,139,95.68345323741008,1.4388489208633093
2522,2007-2008,Arlington County,Yorktown High,F,5.0,N,Y,N,3,100.0,0.0
2524,2007-2008,Arlington County,Yorktown High,F,5.0,Y,N,N,12,83.33333333333333,8.333333333333334
