,SCHOOL_YEAR,DIV_NAME,SCH_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,COHORT_CNT,DIPLOMA_RATE,DROPOUT_RATE
3346,2012-2013,Albemarle County,Monticello High,5.0,F,Y,N,Y,2,100.0,0.0
3349,2012-2013,Albemarle County,Monticello High,5.0,M,N,N,N,82,92.6829268292683,4.878048780487805
3350,2012-2013,Albemarle County,Monticello High,5.0,M,N,N,Y,5,80.0,20.0
3353,2012-2013,Albemarle County,Monticello High,5.0,M,Y,N,N,10,80.0,20.0
3354,2012-2013,Albemarle County,Monticello High,5.0,M,Y,N,Y,7,85.71428571428571,14.285714285714286
3469,2012-2013,Albemarle County,Murray High,5.0,F,N,N,N,9,66.66666666666667,0.0
3470,2012-2013,Albemarle County,Murray High,5.0,F,N,N,Y,3,66.66666666666667,0.0
3474,2012-2013,Albemarle County,Murray High,5.0,F,Y,N,Y,1,100.0,0.0
3477,2012-2013,Albemarle County,Murray High,5.0,M,N,N,N,6,33.333333333333336,0.0
3478,2012-2013,Albemarle County,Murray High,5.0,M,N,N,Y,2,50.0,0.0
3481,2012-2013,Albemarle County,Murray High,5.0,M,Y,N,N,2,100.0,0.0
3482,2012-2013,Albemarle County,Murray High,5.0,M,Y,N,Y,3,100.0,0.0
3597,2012-2013,Albemarle County,Western Albemarle High,5.0,F,N,N,N,105,98.0952380952381,0.9523809523809523
3598,2012-2013,Albemarle County,Western Albemarle High,5.0,F,N,N,Y,10,80.0,20.0
3601,2012-2013,Albemarle County,Western Albemarle High,5.0,F,Y,N,N,6,100.0,0.0
3602,2012-2013,Albemarle County,Western Albemarle High,5.0,F,Y,N,Y,1,100.0,0.0
3605,2012-2013,Albemarle County,Western Albemarle High,5.0,M,N,N,N,80,95.0,1.25
3606,2012-2013,Albemarle County,Western Albemarle High,5.0,M,N,N,Y,8,87.5,0.0
3609,2012-2013,Albemarle County,Western Albemarle High,5.0,M,Y,N,N,19,94.73684210526316,0.0
3610,2012-2013,Albemarle County,Western Albemarle High,5.0,M,Y,N,Y,5,100.0,0.0
1378,2012-2013,Alexandria City,T.C. Williams High,3.0,F,N,N,N,39,87.17948717948718,10.256410256410257
1379,2012-2013,Alexandria City,T.C. Williams High,3.0,F,N,N,Y,82,97.5609756097561,2.4390243902439024
1381,2012-2013,Alexandria City,T.C. Williams High,3.0,F,N,Y,Y,22,95.45454545454545,4.545454545454546
1382,2012-2013,Alexandria City,T.C. Williams High,3.0,F,Y,N,N,7,71.42857142857143,14.285714285714286
1383,2012-2013,Alexandria City,T.C. Williams High,3.0,F,Y,N,Y,10,80.0,20.0
1386,2012-2013,Alexandria City,T.C. Williams High,3.0,M,N,N,N,51,76.47058823529412,19.607843137254903
1387,2012-2013,Alexandria City,T.C. Williams High,3.0,M,N,N,Y,61,80.32786885245902,9.836065573770492
1388,2012-2013,Alexandria City,T.C. Williams High,3.0,M,N,Y,N,3,100.0,0.0
1389,2012-2013,Alexandria City,T.C. Williams High,3.0,M,N,Y,Y,12,91.66666666666667,8.333333333333334
1390,2012-2013,Alexandria City,T.C. Williams High,3.0,M,Y,N,N,11,100.0,0.0
1391,2012-2013,Alexandria City,T.C. Williams High,3.0,M,Y,N,Y,29,86.20689655172414,13.793103448275861
1394,2012-2013,Alexandria City,T.C. Williams High,4.0,F,N,N,N,24,66.66666666666667,33.333333333333336
1395,2012-2013,Alexandria City,T.C. Williams High,4.0,F,N,N,Y,55,87.27272727272727,3.6363636363636362
1396,2012-2013,Alexandria City,T.C. Williams High,4.0,F,N,Y,N,5,60.0,20.0
1397,2012-2013,Alexandria City,T.C. Williams High,4.0,F,N,Y,Y,33,69.6969696969697,27.272727272727273
1398,2012-2013,Alexandria City,T.C. Williams High,4.0,F,Y,N,N,1,100.0,0.0
1399,2012-2013,Alexandria City,T.C. Williams High,4.0,F,Y,N,Y,8,100.0,0.0
1401,2012-2013,Alexandria City,T.C. Williams High,4.0,F,Y,Y,Y,1,100.0,0.0
1402,2012-2013,Alexandria City,T.C. Williams High,4.0,M,N,N,N,31,74.19354838709677,19.35483870967742
1403,2012-2013,Alexandria City,T.C. Williams High,4.0,M,N,N,Y,53,90.56603773584905,3.7735849056603774
1404,2012-2013,Alexandria City,T.C. Williams High,4.0,M,N,Y,N,3,33.333333333333336,33.333333333333336
1405,2012-2013,Alexandria City,T.C. Williams High,4.0,M,N,Y,Y,32,68.75,31.25
1406,2012-2013,Alexandria City,T.C. Williams High,4.0,M,Y,N,N,2,100.0,0.0
1407,2012-2013,Alexandria City,T.C. Williams High,4.0,M,Y,N,Y,8,100.0,0.0
1408,2012-2013,Alexandria City,T.C. Williams High,4.0,M,Y,Y,N,1,100.0,0.0
1409,2012-2013,Alexandria City,T.C. Williams High,4.0,M,Y,Y,Y,3,66.66666666666667,33.333333333333336
1410,2012-2013,Alexandria City,T.C. Williams High,5.0,F,N,N,N,66,90.9090909090909,7.575757575757576
1411,2012-2013,Alexandria City,T.C. Williams High,5.0,F,N,N,Y,12,100.0,0.0
1413,2012-2013,Alexandria City,T.C. Williams High,5.0,F,N,Y,Y,3,100.0,0.0
1414,2012-2013,Alexandria City,T.C. Williams High,5.0,F,Y,N,N,4,100.0,0.0
1418,2012-2013,Alexandria City,T.C. Williams High,5.0,M,N,N,N,67,89.55223880597015,8.955223880597014
1419,2012-2013,Alexandria City,T.C. Williams High,5.0,M,N,N,Y,10,90.0,0.0
1420,2012-2013,Alexandria City,T.C. Williams High,5.0,M,N,Y,N,4,100.0,0.0
1421,2012-2013,Alexandria City,T.C. Williams High,5.0,M,N,Y,Y,2,50.0,50.0
1422,2012-2013,Alexandria City,T.C. Williams High,5.0,M,Y,N,N,7,100.0,0.0
1423,2012-2013,Alexandria City,T.C. Williams High,5.0,M,Y,N,Y,1,0.0,100.0
1410,2012-2013,Alleghany County,Alleghany High,5.0,F,N,N,N,61,96.72131147540983,0.0
1411,2012-2013,Alleghany County,Alleghany High,5.0,F,N,N,Y,43,88.37209302325581,2.3255813953488373
1414,2012-2013,Alleghany County,Alleghany High,5.0,F,Y,N,N,4,75.0,0.0
1415,2012-2013,Alleghany County,Alleghany High,5.0,F,Y,N,Y,10,80.0,10.0
1418,2012-2013,Alleghany County,Alleghany High,5.0,M,N,N,N,71,92.95774647887323,1.408450704225352
1419,2012-2013,Alleghany County,Alleghany High,5.0,M,N,N,Y,20,55.0,10.0
1422,2012-2013,Alleghany County,Alleghany High,5.0,M,Y,N,N,12,83.33333333333333,8.333333333333334
1423,2012-2013,Alleghany County,Alleghany High,5.0,M,Y,N,Y,9,55.55555555555556,44.44444444444444
1378,2012-2013,Amelia County,Amelia County High,3.0,F,N,N,N,11,100.0,0.0
1379,2012-2013,Amelia County,Amelia County High,3.0,F,N,N,Y,11,100.0,0.0
1386,2012-2013,Amelia County,Amelia County High,3.0,M,N,N,N,4,75.0,0.0
1387,2012-2013,Amelia County,Amelia County High,3.0,M,N,N,Y,9,100.0,0.0
1390,2012-2013,Amelia County,Amelia County High,3.0,M,Y,N,N,2,50.0,50.0
1391,2012-2013,Amelia County,Amelia County High,3.0,M,Y,N,Y,3,100.0,0.0
1410,2012-2013,Amelia County,Amelia County High,5.0,F,N,N,N,23,100.0,0.0
1411,2012-2013,Amelia County,Amelia County High,5.0,F,N,N,Y,8,87.5,12.5
1414,2012-2013,Amelia County,Amelia County High,5.0,F,Y,N,N,1,100.0,0.0
1418,2012-2013,Amelia County,Amelia County High,5.0,M,N,N,N,31,90.3225806451613,9.67741935483871
1419,2012-2013,Amelia County,Amelia County High,5.0,M,N,N,Y,16,87.5,6.25
1422,2012-2013,Amelia County,Amelia County High,5.0,M,Y,N,N,7,100.0,0.0
1423,2012-2013,Amelia County,Amelia County High,5.0,M,Y,N,Y,1,100.0,0.0
1378,2012-2013,Amherst County,Amherst County High,3.0,F,N,N,N,15,86.66666666666667,6.666666666666667
1379,2012-2013,Amherst County,Amherst County High,3.0,F,N,N,Y,15,93.33333333333333,0.0
1383,2012-2013,Amherst County,Amherst County High,3.0,F,Y,N,Y,1,100.0,0.0
1386,2012-2013,Amherst County,Amherst County High,3.0,M,N,N,N,21,90.47619047619048,9.523809523809524
1387,2012-2013,Amherst County,Amherst County High,3.0,M,N,N,Y,17,88.23529411764706,0.0
1390,2012-2013,Amherst County,Amherst County High,3.0,M,Y,N,N,8,50.0,50.0
1391,2012-2013,Amherst County,Amherst County High,3.0,M,Y,N,Y,8,87.5,12.5
1410,2012-2013,Amherst County,Amherst County High,5.0,F,N,N,N,86,88.37209302325581,3.488372093023256
1411,2012-2013,Amherst County,Amherst County High,5.0,F,N,N,Y,40,90.0,0.0
1414,2012-2013,Amherst County,Amherst County High,5.0,F,Y,N,N,1,100.0,0.0
1415,2012-2013,Amherst County,Amherst County High,5.0,F,Y,N,Y,1,100.0,0.0
1418,2012-2013,Amherst County,Amherst County High,5.0,M,N,N,N,96,88.54166666666667,3.125
1419,2012-2013,Amherst County,Amherst County High,5.0,M,N,N,Y,23,60.869565217391305,4.3478260869565215
1422,2012-2013,Amherst County,Amherst County High,5.0,M,Y,N,N,9,88.88888888888889,0.0
1423,2012-2013,Amherst County,Amherst County High,5.0,M,Y,N,Y,5,80.0,0.0
1378,2012-2013,Appomattox County,Appomattox County High,3.0,F,N,N,N,7,71.42857142857143,14.285714285714286
1379,2012-2013,Appomattox County,Appomattox County High,3.0,F,N,N,Y,15,86.66666666666667,6.666666666666667
1386,2012-2013,Appomattox County,Appomattox County High,3.0,M,N,N,N,6,83.33333333333333,16.666666666666668
1387,2012-2013,Appomattox County,Appomattox County High,3.0,M,N,N,Y,9,77.77777777777777,0.0
1391,2012-2013,Appomattox County,Appomattox County High,3.0,M,Y,N,Y,3,100.0,0.0
1410,2012-2013,Appomattox County,Appomattox County High,5.0,F,N,N,N,32,96.875,3.125
1411,2012-2013,Appomattox County,Appomattox County High,5.0,F,N,N,Y,18,55.55555555555556,11.11111111111111
1414,2012-2013,Appomattox County,Appomattox County High,5.0,F,Y,N,N,2,100.0,0.0
1415,2012-2013,Appomattox County,Appomattox County High,5.0,F,Y,N,Y,2,100.0,0.0
1418,2012-2013,Appomattox County,Appomattox County High,5.0,M,N,N,N,33,87.87878787878788,6.0606060606060606
1419,2012-2013,Appomattox County,Appomattox County High,5.0,M,N,N,Y,17,64.70588235294117,11.764705882352942
1422,2012-2013,Appomattox County,Appomattox County High,5.0,M,Y,N,N,2,0.0,0.0
1423,2012-2013,Appomattox County,Appomattox County High,5.0,M,Y,N,Y,3,33.333333333333336,33.333333333333336
3198,2012-2013,Arlington County,Arlington Mill High ,4.0,F,N,N,Y,2,100.0,0.0
3199,2012-2013,Arlington County,Arlington Mill High ,4.0,F,N,Y,N,2,0.0,100.0
3200,2012-2013,Arlington County,Arlington Mill High ,4.0,F,N,Y,Y,1,100.0,0.0
3204,2012-2013,Arlington County,Arlington Mill High ,4.0,F,Y,Y,Y,1,100.0,0.0
3205,2012-2013,Arlington County,Arlington Mill High ,4.0,M,N,N,N,2,100.0,0.0
3206,2012-2013,Arlington County,Arlington Mill High ,4.0,M,N,N,Y,1,100.0,0.0
3207,2012-2013,Arlington County,Arlington Mill High ,4.0,M,N,Y,N,10,50.0,40.0
3208,2012-2013,Arlington County,Arlington Mill High ,4.0,M,N,Y,Y,1,0.0,100.0
3210,2012-2013,Arlington County,Arlington Mill High ,4.0,M,Y,N,Y,3,66.66666666666667,33.333333333333336
3213,2012-2013,Arlington County,Arlington Mill High ,5.0,F,N,N,N,1,0.0,0.0
3221,2012-2013,Arlington County,Arlington Mill High ,5.0,M,N,N,N,1,100.0,0.0
3223,2012-2013,Arlington County,Arlington Mill High ,5.0,M,N,Y,N,2,100.0,0.0
3309,2012-2013,Arlington County,Wakefield High,3.0,F,N,N,N,15,93.33333333333333,6.666666666666667
3310,2012-2013,Arlington County,Wakefield High,3.0,F,N,N,Y,13,92.3076923076923,0.0
3311,2012-2013,Arlington County,Wakefield High,3.0,F,N,Y,N,1,0.0,100.0
3312,2012-2013,Arlington County,Wakefield High,3.0,F,N,Y,Y,6,100.0,0.0
3313,2012-2013,Arlington County,Wakefield High,3.0,F,Y,N,N,3,66.66666666666667,0.0
3314,2012-2013,Arlington County,Wakefield High,3.0,F,Y,N,Y,2,100.0,0.0
3317,2012-2013,Arlington County,Wakefield High,3.0,M,N,N,N,22,95.45454545454545,0.0
3318,2012-2013,Arlington County,Wakefield High,3.0,M,N,N,Y,9,77.77777777777777,0.0
3319,2012-2013,Arlington County,Wakefield High,3.0,M,N,Y,N,3,66.66666666666667,33.333333333333336
3320,2012-2013,Arlington County,Wakefield High,3.0,M,N,Y,Y,7,85.71428571428571,0.0
3321,2012-2013,Arlington County,Wakefield High,3.0,M,Y,N,N,12,83.33333333333333,16.666666666666668
3322,2012-2013,Arlington County,Wakefield High,3.0,M,Y,N,Y,5,100.0,0.0
3325,2012-2013,Arlington County,Wakefield High,4.0,F,N,N,N,31,87.09677419354838,9.67741935483871
3326,2012-2013,Arlington County,Wakefield High,4.0,F,N,N,Y,35,82.85714285714286,11.428571428571429
3327,2012-2013,Arlington County,Wakefield High,4.0,F,N,Y,N,6,50.0,50.0
3328,2012-2013,Arlington County,Wakefield High,4.0,F,N,Y,Y,12,50.0,50.0
3329,2012-2013,Arlington County,Wakefield High,4.0,F,Y,N,N,5,100.0,0.0
3330,2012-2013,Arlington County,Wakefield High,4.0,F,Y,N,Y,1,100.0,0.0
3333,2012-2013,Arlington County,Wakefield High,4.0,M,N,N,N,29,79.3103448275862,17.24137931034483
3334,2012-2013,Arlington County,Wakefield High,4.0,M,N,N,Y,21,95.23809523809524,4.761904761904762
3335,2012-2013,Arlington County,Wakefield High,4.0,M,N,Y,N,6,33.333333333333336,66.66666666666667
3336,2012-2013,Arlington County,Wakefield High,4.0,M,N,Y,Y,10,70.0,30.0
3337,2012-2013,Arlington County,Wakefield High,4.0,M,Y,N,N,5,80.0,20.0
3338,2012-2013,Arlington County,Wakefield High,4.0,M,Y,N,Y,8,87.5,0.0
3339,2012-2013,Arlington County,Wakefield High,4.0,M,Y,Y,N,3,100.0,0.0
3340,2012-2013,Arlington County,Wakefield High,4.0,M,Y,Y,Y,4,75.0,25.0
3341,2012-2013,Arlington County,Wakefield High,5.0,F,N,N,N,29,96.55172413793103,0.0
3342,2012-2013,Arlington County,Wakefield High,5.0,F,N,N,Y,3,100.0,0.0
3345,2012-2013,Arlington County,Wakefield High,5.0,F,Y,N,N,2,100.0,0.0
3349,2012-2013,Arlington County,Wakefield High,5.0,M,N,N,N,20,100.0,0.0
3350,2012-2013,Arlington County,Wakefield High,5.0,M,N,N,Y,3,100.0,0.0
3351,2012-2013,Arlington County,Wakefield High,5.0,M,N,Y,N,1,100.0,0.0
3352,2012-2013,Arlington County,Wakefield High,5.0,M,N,Y,Y,2,100.0,0.0
3353,2012-2013,Arlington County,Wakefield High,5.0,M,Y,N,N,5,100.0,0.0
3421,2012-2013,Arlington County,Washington-Lee High,2.0,F,N,N,N,19,100.0,0.0
3422,2012-2013,Arlington County,Washington-Lee High,2.0,F,N,N,Y,10,100.0,0.0
3423,2012-2013,Arlington County,Washington-Lee High,2.0,F,N,Y,N,1,100.0,0.0
3424,2012-2013,Arlington County,Washington-Lee High,2.0,F,N,Y,Y,2,100.0,0.0
3425,2012-2013,Arlington County,Washington-Lee High,2.0,F,Y,N,N,1,100.0,0.0
3429,2012-2013,Arlington County,Washington-Lee High,2.0,M,N,N,N,16,100.0,0.0
3430,2012-2013,Arlington County,Washington-Lee High,2.0,M,N,N,Y,8,100.0,0.0
3431,2012-2013,Arlington County,Washington-Lee High,2.0,M,N,Y,N,2,100.0,0.0
3432,2012-2013,Arlington County,Washington-Lee High,2.0,M,N,Y,Y,6,100.0,0.0
3433,2012-2013,Arlington County,Washington-Lee High,2.0,M,Y,N,N,1,100.0,0.0
3434,2012-2013,Arlington County,Washington-Lee High,2.0,M,Y,N,Y,1,100.0,0.0
3436,2012-2013,Arlington County,Washington-Lee High,2.0,M,Y,Y,Y,1,100.0,0.0
3437,2012-2013,Arlington County,Washington-Lee High,3.0,F,N,N,N,9,100.0,0.0
3438,2012-2013,Arlington County,Washington-Lee High,3.0,F,N,N,Y,16,81.25,0.0
3440,2012-2013,Arlington County,Washington-Lee High,3.0,F,N,Y,Y,4,75.0,0.0
3441,2012-2013,Arlington County,Washington-Lee High,3.0,F,Y,N,N,2,50.0,50.0
3442,2012-2013,Arlington County,Washington-Lee High,3.0,F,Y,N,Y,3,100.0,0.0
3445,2012-2013,Arlington County,Washington-Lee High,3.0,M,N,N,N,16,93.75,0.0
3446,2012-2013,Arlington County,Washington-Lee High,3.0,M,N,N,Y,8,100.0,0.0
3449,2012-2013,Arlington County,Washington-Lee High,3.0,M,Y,N,N,7,71.42857142857143,14.285714285714286
3450,2012-2013,Arlington County,Washington-Lee High,3.0,M,Y,N,Y,2,100.0,0.0
3452,2012-2013,Arlington County,Washington-Lee High,3.0,M,Y,Y,Y,1,100.0,0.0
3453,2012-2013,Arlington County,Washington-Lee High,4.0,F,N,N,N,34,94.11764705882354,2.9411764705882355
3454,2012-2013,Arlington County,Washington-Lee High,4.0,F,N,N,Y,18,100.0,0.0
3456,2012-2013,Arlington County,Washington-Lee High,4.0,F,N,Y,Y,8,12.5,50.0
3457,2012-2013,Arlington County,Washington-Lee High,4.0,F,Y,N,N,4,100.0,0.0
3458,2012-2013,Arlington County,Washington-Lee High,4.0,F,Y,N,Y,1,100.0,0.0
3460,2012-2013,Arlington County,Washington-Lee High,4.0,F,Y,Y,Y,4,100.0,0.0
3461,2012-2013,Arlington County,Washington-Lee High,4.0,M,N,N,N,28,85.71428571428571,14.285714285714286
3462,2012-2013,Arlington County,Washington-Lee High,4.0,M,N,N,Y,30,90.0,3.3333333333333335
3463,2012-2013,Arlington County,Washington-Lee High,4.0,M,N,Y,N,10,40.0,50.0
3464,2012-2013,Arlington County,Washington-Lee High,4.0,M,N,Y,Y,13,61.53846153846154,30.76923076923077
3465,2012-2013,Arlington County,Washington-Lee High,4.0,M,Y,N,N,3,100.0,0.0
3466,2012-2013,Arlington County,Washington-Lee High,4.0,M,Y,N,Y,2,100.0,0.0
3467,2012-2013,Arlington County,Washington-Lee High,4.0,M,Y,Y,N,1,100.0,0.0
3468,2012-2013,Arlington County,Washington-Lee High,4.0,M,Y,Y,Y,1,100.0,0.0
3469,2012-2013,Arlington County,Washington-Lee High,5.0,F,N,N,N,99,98.98989898989899,1.0101010101010102
3470,2012-2013,Arlington County,Washington-Lee High,5.0,F,N,N,Y,3,100.0,0.0
3473,2012-2013,Arlington County,Washington-Lee High,5.0,F,Y,N,N,6,100.0,0.0
3474,2012-2013,Arlington County,Washington-Lee High,5.0,F,Y,N,Y,1,100.0,0.0
3477,2012-2013,Arlington County,Washington-Lee High,5.0,M,N,N,N,78,98.71794871794872,0.0
3478,2012-2013,Arlington County,Washington-Lee High,5.0,M,N,N,Y,1,100.0,0.0
